hour,district,neighborhood,specific_count,crime_category,total_count,crime_rate
14,13,East Village / Garfield Park,1639,Violent Crimes,122018,0.013432444393450147
14,14,Avondale / Bucktown,3776,Violent Crimes,122018,0.030946253831401923
14,15,Austin,5838,Violent Crimes,122018,0.04784539985903719
14,16,Dunning / Edison Park,3100,Violent Crimes,122018,0.025406087626415774
14,17,Albany Park / Avondale,3021,Violent Crimes,122018,0.024758642167549052
14,18,Lincoln Park / Magnificent Mile,2820,Violent Crimes,122018,0.0231113442279008
14,19,Lake View / Lincoln Park,2253,Violent Crimes,122018,0.01846448884590798
14,20,Andersonville / Edgewater,1954,Violent Crimes,122018,0.016014030716779492
14,21,Chinatown / Douglas,1727,Violent Crimes,122018,0.014153649461554852
14,22,Auburn Gresham / Beverly,4635,Violent Crimes,122018,0.03798619875756036
14,23,Boystown / Lake View,990,Violent Crimes,122018,0.008113557016177941
14,24,Edgewater / Rogers Park,3234,Violent Crimes,122018,0.02650428625284794
14,25,Austin / Avondale,7024,Violent Crimes,122018,0.057565277254175616
15,1,Douglas / Loop,3195,Violent Crimes,134579,0.023740702487015063
15,2,Douglas / Englewood,6171,Violent Crimes,134579,0.04585410799604693
15,3,Grand Crossing / Jackson Park,8059,Violent Crimes,134579,0.05988304267381984
15,4,Avalon Park / Burnside,8938,Violent Crimes,134579,0.06641452232517703
15,5,Burnside / Pullman,7402,Violent Crimes,134579,0.05500115173987026
15,6,Auburn Gresham / Chatham,9113,Violent Crimes,134579,0.06771487379160196
15,7,Englewood / Grand Crossing,9593,Violent Crimes,134579,0.07128155209951033
15,8,Archer Heights / Ashburn,9094,Violent Crimes,134579,0.06757369277524725
15,9,Armour Square / Bridgeport,6845,Violent Crimes,134579,0.05086231878673493
15,10,Little Village / Lower West Side,6630,Violent Crimes,134579,0.04926474412798431
15,11,Austin / Garfield Park,8965,Violent Crimes,134579,0.06661514797999687
15,12,East Village / Garfield Park,4084,Violent Crimes,134579,0.03034648793645368
15,13,East Village / Garfield Park,1758,Violent Crimes,134579,0.01306295930271439
15,14,Avondale / Bucktown,3950,Violent Crimes,134579,0.029350790242162597
15,15,Austin,6213,Violent Crimes,134579,0.04616619234798891
15,16,Dunning / Edison Park,3510,Violent Crimes,134579,0.026081335126579928
15,17,Albany Park / Avondale,3401,Violent Crimes,134579,0.0252714019274924
15,18,Lincoln Park / Magnificent Mile,3260,Violent Crimes,134579,0.02422369017454432
15,19,Lake View / Lincoln Park,2517,Violent Crimes,134579,0.018702769377094496
15,20,Andersonville / Edgewater,2275,Violent Crimes,134579,0.016904569063524028
15,21,Chinatown / Douglas,2004,Violent Crimes,134579,0.014890881935517429
15,22,Auburn Gresham / Beverly,5051,Violent Crimes,134579,0.037531858610927414
15,23,Boystown / Lake View,1076,Violent Crimes,134579,0.007995303873561253
15,24,Edgewater / Rogers Park,3879,Violent Crimes,134579,0.028823219075784483
15,25,Austin / Avondale,7596,Violent Crimes,134579,0.05644268422264989
16,1,Douglas / Loop,3319,Violent Crimes,125117,0.026527170568348028
16,2,Douglas / Englewood,5590,Violent Crimes,125117,0.04467818122237586
16,3,Grand Crossing / Jackson Park,7824,Violent Crimes,125117,0.06253346867332177
16,4,Avalon Park / Burnside,8313,Violent Crimes,125117,0.06644181046540439
16,5,Burnside / Pullman,6952,Violent Crimes,125117,0.055563992103391226
16,6,Auburn Gresham / Chatham,8476,Violent Crimes,125117,0.06774459106276526
16,7,Englewood / Grand Crossing,9328,Violent Crimes,125117,0.07455421725265152
16,8,Archer Heights / Ashburn,8620,Violent Crimes,125117,0.06889551379908405
16,9,Armour Square / Bridgeport,6582,Violent Crimes,125117,0.052606760072572076
16,10,Little Village / Lower West Side,6067,Violent Crimes,125117,0.0484906127864319
16,11,Austin / Garfield Park,8429,Violent Crimes,125117,0.0673689426696612
16,12,East Village / Garfield Park,3578,Violent Crimes,125117,0.028597232989921433
16,13,East Village / Garfield Park,1543,Violent Crimes,125117,0.012332456820416091
16,14,Avondale / Bucktown,3792,Violent Crimes,125117,0.030307632056395212
16,15,Austin,5627,Violent Crimes,125117,0.04497390442545777
16,16,Dunning / Edison Park,3174,Violent Crimes,125117,0.025368255313027006
16,17,Albany Park / Avondale,2992,Violent Crimes,125117,0.02391361685462407
16,18,Lincoln Park / Magnificent Mile,3013,Violent Crimes,125117,0.024081459753670563
16,19,Lake View / Lincoln Park,2558,Violent Crimes,125117,0.020444863607663226
16,20,Andersonville / Edgewater,2026,Violent Crimes,125117,0.016192843498485418
16,21,Chinatown / Douglas,1539,Violent Crimes,125117,0.012300486744407235
16,22,Auburn Gresham / Beverly,4252,Violent Crimes,125117,0.03398419079741362
16,23,Boystown / Lake View,1108,Violent Crimes,125117,0.008855711054453031
16,24,Edgewater / Rogers Park,3538,Violent Crimes,125117,0.028277532229832876
16,25,Austin / Avondale,6877,Violent Crimes,125117,0.054964553178225184
17,1,Douglas / Loop,3144,Violent Crimes,123577,0.025441627487315602
17,2,Douglas / Englewood,5330,Violent Crimes,123577,0.04313100334204585
17,3,Grand Crossing / Jackson Park,7757,Violent Crimes,123577,0.06277058028597554
17,4,Avalon Park / Burnside,7955,Violent Crimes,123577,0.06437282018498588
17,5,Burnside / Pullman,6900,Violent Crimes,123577,0.05583563284429951
17,6,Auburn Gresham / Chatham,8349,Violent Crimes,123577,0.0675611157416024
17,7,Englewood / Grand Crossing,9073,Violent Crimes,123577,0.07341981112990281
17,8,Archer Heights / Ashburn,8274,Violent Crimes,123577,0.06695420668894697
17,9,Armour Square / Bridgeport,6537,Violent Crimes,123577,0.052898193029447226
17,10,Little Village / Lower West Side,6267,Violent Crimes,123577,0.05071332043988768
17,11,Austin / Garfield Park,8242,Violent Crimes,123577,0.06669525882648066
17,12,East Village / Garfield Park,3563,Violent Crimes,123577,0.02883222606148393
17,13,East Village / Garfield Park,1476,Violent Crimes,123577,0.011943970156258851
17,14,Avondale / Bucktown,3908,Violent Crimes,123577,0.03162400770369891
17,15,Austin,5580,Violent Crimes,123577,0.045154033517563946
17,16,Dunning / Edison Park,3284,Violent Crimes,123577,0.026574524385605737
17,17,Albany Park / Avondale,2872,Violent Crimes,123577,0.02324057065635191
17,18,Lincoln Park / Magnificent Mile,2985,Violent Crimes,123577,0.02415498029568609
17,19,Lake View / Lincoln Park,2520,Violent Crimes,123577,0.02039214416922243
17,20,Andersonville / Edgewater,1954,Violent Crimes,123577,0.015812003851849454
17,21,Chinatown / Douglas,1552,Violent Crimes,123577,0.012558971329616352
17,22,Auburn Gresham / Beverly,4177,Violent Crimes,123577,0.033800788172556384
17,23,Boystown / Lake View,1167,Violent Crimes,123577,0.009443504859318481
17,24,Edgewater / Rogers Park,3718,Violent Crimes,123577,0.030086504770305153
17,25,Austin / Avondale,6993,Violent Crimes,123577,0.05658820006959224
18,1,Douglas / Loop,2977,Violent Crimes,127505,0.02334810399592173
18,2,Douglas / Englewood,5362,Violent Crimes,127505,0.042053252813615154
18,3,Grand Crossing / Jackson Park,7916,Violent Crimes,127505,0.06208383984941767
18,4,Avalon Park / Burnside,8343,Violent Crimes,127505,0.06543272812830869
18,5,Burnside / Pullman,7179,Violent Crimes,127505,0.05630367436571115
18,6,Auburn Gresham / Chatham,8322,Violent Crimes,127505,0.06526802870475668
18,7,Englewood / Grand Crossing,9360,Violent Crimes,127505,0.07340888592604211
18,8,Archer Heights / Ashburn,8770,Violent Crimes,127505,0.06878161640719972
18,9,Armour Square / Bridgeport,6889,Violent Crimes,127505,0.054029253754754716
18,10,Little Village / Lower West Side,6585,Violent Crimes,127505,0.051645033528096934
18,11,Austin / Garfield Park,8114,Violent Crimes,127505,0.06363672012862241
18,12,East Village / Garfield Park,3616,Violent Crimes,127505,0.028359672169718835
18,13,East Village / Garfield Park,1563,Violent Crimes,127505,0.012258342810085879
18,14,Avondale / Bucktown,3968,Violent Crimes,127505,0.031120348221638366
18,15,Austin,5726,Violent Crimes,127505,0.044908042821850125
18,16,Dunning / Edison Park,3565,Violent Crimes,127505,0.02795968785537822
18,17,Albany Park / Avondale,3157,Violent Crimes,127505,0.024759813340653306
18,18,Lincoln Park / Magnificent Mile,2978,Violent Crimes,127505,0.023355946825614683
18,19,Lake View / Lincoln Park,2530,Violent Crimes,127505,0.01984235912317164
18,20,Andersonville / Edgewater,2120,Violent Crimes,127505,0.01662679894906082
18,21,Chinatown / Douglas,1613,Violent Crimes,127505,0.01265048429473354
18,22,Auburn Gresham / Beverly,4331,Violent Crimes,127505,0.03396729540018038
18,23,Boystown / Lake View,1255,Violent Crimes,127505,0.009842751264656288
18,24,Edgewater / Rogers Park,3786,Violent Crimes,127505,0.02969295321752088
18,25,Austin / Avondale,7480,Violent Crimes,127505,0.058664366103290067
19,1,Douglas / Loop,2828,Violent Crimes,129041,0.021915515223843586
19,2,Douglas / Englewood,5337,Violent Crimes,129041,0.04135894793127766
19,3,Grand Crossing / Jackson Park,8029,Violent Crimes,129041,0.062220534558783645
19,4,Avalon Park / Burnside,8335,Violent Crimes,129041,0.06459187390054323
19,5,Burnside / Pullman,6984,Violent Crimes,129041,0.05412233321192489
19,6,Auburn Gresham / Chatham,8520,Violent Crimes,129041,0.0660255267705613
19,7,Englewood / Grand Crossing,9429,Violent Crimes,129041,0.07306979952108245
19,8,Archer Heights / Ashburn,8749,Violent Crimes,129041,0.06780015653939446
19,9,Armour Square / Bridgeport,6963,Violent Crimes,129041,0.05395959423749041
19,10,Little Village / Lower West Side,6454,Violent Crimes,129041,0.050015111476197485
19,11,Austin / Garfield Park,8472,Violent Crimes,129041,0.06565355197185391
19,12,East Village / Garfield Park,3701,Violent Crimes,129041,0.028680806875334197
19,13,East Village / Garfield Park,1687,Violent Crimes,129041,0.013073364279570059
19,14,Avondale / Bucktown,3974,Violent Crimes,129041,0.030796413542982463
19,15,Austin,5838,Violent Crimes,129041,0.045241434892786016
19,16,Dunning / Edison Park,3716,Violent Crimes,129041,0.028797048999930255
19,17,Albany Park / Avondale,3213,Violent Crimes,129041,0.024899063088475757
19,18,Lincoln Park / Magnificent Mile,3102,Violent Crimes,129041,0.02403887136646492
19,19,Lake View / Lincoln Park,2741,Violent Crimes,129041,0.021241310901186444
19,20,Andersonville / Edgewater,2100,Violent Crimes,129041,0.016273897443448208
19,21,Chinatown / Douglas,1692,Violent Crimes,129041,0.013112111654435411
19,22,Auburn Gresham / Beverly,4357,Violent Crimes,129041,0.033764462457668495
19,23,Boystown / Lake View,1295,Violent Crimes,129041,0.010035570090126395
19,24,Edgewater / Rogers Park,4039,Violent Crimes,129041,0.03130012941623205
19,25,Austin / Avondale,7486,Violent Crimes,129041,0.05801256964840632
20,1,Douglas / Loop,2794,Violent Crimes,131187,0.021297842011784703
20,2,Douglas / Englewood,5387,Violent Crimes,131187,0.04106352001341596
20,3,Grand Crossing / Jackson Park,7878,Violent Crimes,131187,0.06005168195019323
20,4,Avalon Park / Burnside,8378,Violent Crimes,131187,0.06386303520928141
20,5,Burnside / Pullman,7361,Violent Crimes,131187,0.05611074268029607
20,6,Auburn Gresham / Chatham,8374,Violent Crimes,131187,0.0638325443832087
20,7,Englewood / Grand Crossing,9309,Violent Crimes,131187,0.07095977497770359
20,8,Archer Heights / Ashburn,8975,Violent Crimes,131187,0.06841379100063269
20,9,Armour Square / Bridgeport,7125,Violent Crimes,131187,0.05431178394200645
20,10,Little Village / Lower West Side,6913,Violent Crimes,131187,0.05269577016015307
20,11,Austin / Garfield Park,8796,Violent Crimes,131187,0.06704932653387911
20,12,East Village / Garfield Park,3883,Violent Crimes,131187,0.02959896941007874
20,13,East Village / Garfield Park,1621,Violent Crimes,131187,0.012356407265963853
20,14,Avondale / Bucktown,4224,Violent Crimes,131187,0.032198312332776875
20,15,Austin,6069,Violent Crimes,131187,0.04626220585881223
20,16,Dunning / Edison Park,3742,Violent Crimes,131187,0.028524167791015877
20,17,Albany Park / Avondale,3179,Violent Crimes,131187,0.024232584021282595
20,18,Lincoln Park / Magnificent Mile,3232,Violent Crimes,131187,0.024636587466745942
20,19,Lake View / Lincoln Park,2753,Violent Crimes,131187,0.020985311044539476
20,20,Andersonville / Edgewater,2119,Violent Crimes,131187,0.016152515112015674
20,21,Chinatown / Douglas,1650,Violent Crimes,131187,0.012577465754990967
20,22,Auburn Gresham / Beverly,4266,Violent Crimes,131187,0.032518466006540285
20,23,Boystown / Lake View,1364,Violent Crimes,131187,0.010397371690792533
20,24,Edgewater / Rogers Park,4192,Violent Crimes,131187,0.03195438572419523
20,25,Austin / Avondale,7603,Violent Crimes,131187,0.057955437657694744
21,1,Douglas / Loop,2775,Violent Crimes,131862,0.021044728579878963
21,2,Douglas / Englewood,5487,Violent Crimes,131862,0.041611684943349866
21,3,Grand Crossing / Jackson Park,7897,Violent Crimes,131862,0.05988836814245196
21,4,Avalon Park / Burnside,8346,Violent Crimes,131862,0.06329344314510625
21,5,Burnside / Pullman,7058,Violent Crimes,131862,0.053525655609652514
21,6,Auburn Gresham / Chatham,8450,Violent Crimes,131862,0.0640821464864783
21,7,Englewood / Grand Crossing,9524,Violent Crimes,131862,0.07222702522333956
21,8,Archer Heights / Ashburn,8674,Violent Crimes,131862,0.06578089214481807
21,9,Armour Square / Bridgeport,7110,Violent Crimes,131862,0.053920007280338536
21,10,Little Village / Lower West Side,6865,Violent Crimes,131862,0.0520620042165294
21,11,Austin / Garfield Park,8594,Violent Crimes,131862,0.06517419726683958
21,12,East Village / Garfield Park,3984,Violent Crimes,131862,0.030213404923328933
21,13,East Village / Garfield Park,1742,Violent Crimes,131862,0.013210780967981678
21,14,Avondale / Bucktown,4352,Violent Crimes,131862,0.03300420136203
21,15,Austin,6254,Violent Crimes,131862,0.047428372085968666
21,16,Dunning / Edison Park,3758,Violent Crimes,131862,0.028499491893039693
21,17,Albany Park / Avondale,3469,Violent Crimes,131862,0.02630780664634239
21,18,Lincoln Park / Magnificent Mile,3305,Violent Crimes,131862,0.025064082146486477
21,19,Lake View / Lincoln Park,2888,Violent Crimes,131862,0.021901685095023587
21,20,Andersonville / Edgewater,2174,Violent Crimes,131862,0.01648693330906554
21,21,Chinatown / Douglas,1637,Violent Crimes,131862,0.012414493940634905
21,22,Auburn Gresham / Beverly,4117,Violent Crimes,131862,0.03122203515796818
21,23,Boystown / Lake View,1339,Violent Crimes,131862,0.010154555520165021
21,24,Edgewater / Rogers Park,4341,Violent Crimes,131862,0.032920780816307955
21,25,Austin / Avondale,7722,Violent Crimes,131862,0.058561223096874004
22,1,Douglas / Loop,2773,Violent Crimes,128932,0.0215074612974281
22,2,Douglas / Englewood,5189,Violent Crimes,128932,0.04024602115844011
22,3,Grand Crossing / Jackson Park,7936,Violent Crimes,128932,0.06155182576862222
22,4,Avalon Park / Burnside,8143,Violent Crimes,128932,0.0631573232401576
22,5,Burnside / Pullman,6825,Violent Crimes,128932,0.052934880402072414
22,6,Auburn Gresham / Chatham,8753,Violent Crimes,128932,0.06788849936400583
22,7,Englewood / Grand Crossing,9549,Violent Crimes,128932,0.07406229640430614
22,8,Archer Heights / Ashburn,8038,Violent Crimes,128932,0.062342940464741106
22,9,Armour Square / Bridgeport,6805,Violent Crimes,128932,0.05277975987342165
22,10,Little Village / Lower West Side,6610,Violent Crimes,128932,0.05126733471907672
22,11,Austin / Garfield Park,8468,Violent Crimes,128932,0.06567803183073248
22,12,East Village / Garfield Park,4021,Violent Crimes,128932,0.03118698228523563
22,13,East Village / Garfield Park,1625,Violent Crimes,128932,0.012603542952874384
22,14,Avondale / Bucktown,4310,Violent Crimes,128932,0.03342847392423914
22,15,Austin,6204,Violent Crimes,128932,0.04811838798746626
22,16,Dunning / Edison Park,3450,Violent Crimes,128932,0.026758291192256384
22,17,Albany Park / Avondale,3222,Violent Crimes,128932,0.024989917165637702
22,18,Lincoln Park / Magnificent Mile,3565,Violent Crimes,128932,0.027650234231998264
22,19,Lake View / Lincoln Park,2887,Violent Crimes,128932,0.022391648310737443
22,20,Andersonville / Edgewater,2142,Violent Crimes,128932,0.016613408618496573
22,21,Chinatown / Douglas,1542,Violent Crimes,128932,0.011959792758973723
22,22,Auburn Gresham / Beverly,4126,Violent Crimes,128932,0.032001365060652126
22,23,Boystown / Lake View,1302,Violent Crimes,128932,0.010098346415164583
22,24,Edgewater / Rogers Park,4018,Violent Crimes,128932,0.031163714205938015
22,25,Austin / Avondale,7429,Violent Crimes,128932,0.057619520367325414
23,1,Douglas / Loop,2554,Violent Crimes,120390,0.02121438657695822
23,2,Douglas / Englewood,4759,Violent Crimes,120390,0.03952986128415981
23,3,Grand Crossing / Jackson Park,7379,Violent Crimes,120390,0.061292466151673726
23,4,Avalon Park / Burnside,7465,Violent Crimes,120390,0.06200681119694327
23,5,Burnside / Pullman,6337,Violent Crimes,120390,0.05263726223108232
23,6,Auburn Gresham / Chatham,8196,Violent Crimes,120390,0.06807874408173437
23,7,Englewood / Grand Crossing,9239,Violent Crimes,120390,0.07674225434006146
23,8,Archer Heights / Ashburn,7398,Violent Crimes,120390,0.06145028656865188
23,9,Armour Square / Bridgeport,6001,Violent Crimes,120390,0.04984633275188969
23,10,Little Village / Lower West Side,6085,Violent Crimes,120390,0.050544065121687846
23,11,Austin / Garfield Park,7899,Violent Crimes,120390,0.06561176177423374
23,12,East Village / Garfield Park,3769,Violent Crimes,120390,0.0313065869258244
23,13,East Village / Garfield Park,1559,Violent Crimes,120390,0.012949580529944348
23,14,Avondale / Bucktown,4168,Violent Crimes,120390,0.03462081568236564
23,15,Austin,5948,Violent Crimes,120390,0.049406096851898
23,16,Dunning / Edison Park,3083,Violent Crimes,120390,0.025608439239139462
23,17,Albany Park / Avondale,3118,Violent Crimes,120390,0.025899161059888695
23,18,Lincoln Park / Magnificent Mile,3747,Violent Crimes,120390,0.03112384749563917
23,19,Lake View / Lincoln Park,2845,Violent Crimes,120390,0.02363153085804469
