month,district,neighborhood,specific_count,crime_category,total_count,crime_rate
October,12,East Village / Garfield Park,1218,White Collar Crimes,30872,0.03945322622441047
October,13,East Village / Garfield Park,281,White Collar Crimes,30872,0.009102098989375485
October,14,Avondale / Bucktown,1138,White Collar Crimes,30872,0.036861881316403215
October,15,Austin,657,White Collar Crimes,30872,0.021281420057009587
October,16,Dunning / Edison Park,1587,White Collar Crimes,30872,0.05140580461259393
October,17,Albany Park / Avondale,1024,White Collar Crimes,30872,0.033169214822492875
October,18,Lincoln Park / Magnificent Mile,2904,White Collar Crimes,30872,0.09406582016066338
October,19,Lake View / Lincoln Park,2078,White Collar Crimes,30872,0.06731018398548846
October,20,Andersonville / Edgewater,796,White Collar Crimes,30872,0.025783881834672194
October,21,Chinatown / Douglas,380,White Collar Crimes,30872,0.012308888313034465
October,22,Auburn Gresham / Beverly,1185,White Collar Crimes,30872,0.038384296449857476
October,23,Boystown / Lake View,560,White Collar Crimes,30872,0.01813941435605079
October,24,Edgewater / Rogers Park,1025,White Collar Crimes,30872,0.033201606633842966
October,25,Austin / Avondale,1558,White Collar Crimes,30872,0.0504664420834413
September,1,Douglas / Loop,2641,White Collar Crimes,29365,0.08993699982972927
September,2,Douglas / Englewood,903,White Collar Crimes,29365,0.030750893921334923
September,3,Grand Crossing / Jackson Park,1045,White Collar Crimes,29365,0.03558658266643964
September,4,Avalon Park / Burnside,1254,White Collar Crimes,29365,0.042703899199727564
September,5,Burnside / Pullman,825,White Collar Crimes,29365,0.028094670526136557
September,6,Auburn Gresham / Chatham,1491,White Collar Crimes,29365,0.050774731823599525
September,7,Englewood / Grand Crossing,870,White Collar Crimes,29365,0.02962710710028946
September,8,Archer Heights / Ashburn,1876,White Collar Crimes,29365,0.06388557806912992
September,9,Armour Square / Bridgeport,1128,White Collar Crimes,29365,0.03841307679209944
September,10,Little Village / Lower West Side,755,White Collar Crimes,29365,0.025710880299676487
September,11,Austin / Garfield Park,1040,White Collar Crimes,29365,0.035416311935978204
September,12,East Village / Garfield Park,1216,White Collar Crimes,29365,0.04140984164822067
September,13,East Village / Garfield Park,277,White Collar Crimes,29365,0.009432998467563425
September,14,Avondale / Bucktown,1079,White Collar Crimes,29365,0.03674442363357739
September,15,Austin,704,White Collar Crimes,29365,0.023974118848969862
September,16,Dunning / Edison Park,1593,White Collar Crimes,29365,0.05424825472501277
September,17,Albany Park / Avondale,881,White Collar Crimes,29365,0.030001702707304616
September,18,Lincoln Park / Magnificent Mile,2713,White Collar Crimes,29365,0.09238889834837391
September,19,Lake View / Lincoln Park,1864,White Collar Crimes,29365,0.06347692831602247
September,20,Andersonville / Edgewater,731,White Collar Crimes,29365,0.024893580793461604
September,21,Chinatown / Douglas,328,White Collar Crimes,29365,0.01116975991827005
September,22,Auburn Gresham / Beverly,1091,White Collar Crimes,29365,0.03715307338668483
September,23,Boystown / Lake View,505,White Collar Crimes,29365,0.0171973437766048
September,24,Edgewater / Rogers Park,1066,White Collar Crimes,29365,0.03630171973437766
September,25,Austin / Avondale,1489,White Collar Crimes,29365,0.05070662353141495
April,1,Douglas / Loop,849,Drug Offenses,63764,0.013314723041214479
April,2,Douglas / Englewood,2528,Drug Offenses,63764,0.03964619534533593
April,3,Grand Crossing / Jackson Park,2892,Drug Offenses,63764,0.04535474562449031
April,4,Avalon Park / Burnside,2790,Drug Offenses,63764,0.0437550969198921
April,5,Burnside / Pullman,2723,Drug Offenses,63764,0.0427043472805972
April,6,Auburn Gresham / Chatham,3335,Drug Offenses,63764,0.05230223950818644
April,7,Englewood / Grand Crossing,4278,Drug Offenses,63764,0.06709114861050122
April,8,Archer Heights / Ashburn,3234,Drug Offenses,63764,0.05071827363402547
April,9,Armour Square / Bridgeport,3011,Drug Offenses,63764,0.04722100244652155
April,10,Little Village / Lower West Side,4048,Drug Offenses,63764,0.06348409760993665
April,11,Austin / Garfield Park,11249,Drug Offenses,63764,0.17641615958848253
April,12,East Village / Garfield Park,1375,Drug Offenses,63764,0.021563891851201306
April,13,East Village / Garfield Park,978,Drug Offenses,63764,0.015337808167618091
April,14,Avondale / Bucktown,1423,Drug Offenses,63764,0.022316667712188695
April,15,Austin,6736,Drug Offenses,63764,0.10563954582523054
April,16,Dunning / Edison Park,1008,Drug Offenses,63764,0.01580829308073521
April,17,Albany Park / Avondale,940,Drug Offenses,63764,0.014741860611003074
April,18,Lincoln Park / Magnificent Mile,1172,Drug Offenses,63764,0.018380277272442132
April,19,Lake View / Lincoln Park,693,Drug Offenses,63764,0.010868201493005457
April,20,Andersonville / Edgewater,754,Drug Offenses,63764,0.011824854149676933
April,21,Chinatown / Douglas,887,Drug Offenses,63764,0.013910670597829496
April,22,Auburn Gresham / Beverly,1625,Drug Offenses,63764,0.025484599460510633
April,23,Boystown / Lake View,697,Drug Offenses,63764,0.010930932814754407
April,24,Edgewater / Rogers Park,1370,Drug Offenses,63764,0.02148547769901512
April,25,Austin / Avondale,3169,Drug Offenses,63764,0.049698889655605046
August,1,Douglas / Loop,876,Drug Offenses,64903,0.013497064850623238
August,2,Douglas / Englewood,2256,Drug Offenses,64903,0.034759564272837926
August,3,Grand Crossing / Jackson Park,3094,Drug Offenses,64903,0.047671140008936415
August,4,Avalon Park / Burnside,2905,Drug Offenses,64903,0.04475910204458962
August,5,Burnside / Pullman,2684,Drug Offenses,64903,0.04135402061537988
August,6,Auburn Gresham / Chatham,3413,Drug Offenses,64903,0.05258616704928894
August,7,Englewood / Grand Crossing,4350,Drug Offenses,64903,0.06702309600480717
August,8,Archer Heights / Ashburn,3009,Drug Offenses,64903,0.04636149330539421
August,9,Armour Square / Bridgeport,3009,Drug Offenses,64903,0.04636149330539421
August,10,Little Village / Lower West Side,4039,Drug Offenses,64903,0.06223132983067038
August,11,Austin / Garfield Park,11882,Drug Offenses,64903,0.18307320154692386
August,12,East Village / Garfield Park,1090,Drug Offenses,64903,0.01679429302189421
August,13,East Village / Garfield Park,940,Drug Offenses,64903,0.014483151780349136
August,14,Avondale / Bucktown,1412,Drug Offenses,64903,0.02175554288707764
August,15,Austin,6807,Drug Offenses,64903,0.1048795895413155
August,16,Dunning / Edison Park,1087,Drug Offenses,64903,0.01674807019706331
August,17,Albany Park / Avondale,828,Drug Offenses,64903,0.012757499653328813
August,18,Lincoln Park / Magnificent Mile,1251,Drug Offenses,64903,0.019274917954485927
August,19,Lake View / Lincoln Park,699,Drug Offenses,64903,0.010769918185600049
August,20,Andersonville / Edgewater,750,Drug Offenses,64903,0.011555706207725374
August,21,Chinatown / Douglas,995,Drug Offenses,64903,0.015330570235582331
August,22,Auburn Gresham / Beverly,1579,Drug Offenses,64903,0.024328613469331156
August,23,Boystown / Lake View,808,Drug Offenses,64903,0.01244934748778947
August,24,Edgewater / Rogers Park,1462,Drug Offenses,64903,0.022525923300925996
August,25,Austin / Avondale,3678,Drug Offenses,64903,0.05666918324268524
December,1,Douglas / Loop,701,Drug Offenses,54397,0.012886740077577808
December,2,Douglas / Englewood,1984,Drug Offenses,54397,0.03647259959188926
December,3,Grand Crossing / Jackson Park,2651,Drug Offenses,54397,0.04873430520065445
December,4,Avalon Park / Burnside,2552,Drug Offenses,54397,0.04691435189440594
December,5,Burnside / Pullman,2471,Drug Offenses,54397,0.04542529918929353
December,6,Auburn Gresham / Chatham,2983,Drug Offenses,54397,0.05483758295494237
December,7,Englewood / Grand Crossing,3768,Drug Offenses,54397,0.06926852583782193
December,8,Archer Heights / Ashburn,2360,Drug Offenses,54397,0.04338474548228763
December,9,Armour Square / Bridgeport,2493,Drug Offenses,54397,0.04582973325734875
December,10,Little Village / Lower West Side,3487,Drug Offenses,54397,0.06410279978675294
December,11,Austin / Garfield Park,10301,Drug Offenses,54397,0.18936706068349357
December,12,East Village / Garfield Park,932,Drug Offenses,54397,0.017133297792157654
December,13,East Village / Garfield Park,755,Drug Offenses,54397,0.013879441880986084
December,14,Avondale / Bucktown,987,Drug Offenses,54397,0.018144382962295716
December,15,Austin,6066,Drug Offenses,54397,0.11151350258286302
December,16,Dunning / Edison Park,874,Drug Offenses,54397,0.01606706252183025
December,17,Albany Park / Avondale,719,Drug Offenses,54397,0.0132176406787139
December,18,Lincoln Park / Magnificent Mile,955,Drug Offenses,54397,0.017556115226942663
December,19,Lake View / Lincoln Park,470,Drug Offenses,54397,0.00864018236299796
December,20,Andersonville / Edgewater,548,Drug Offenses,54397,0.010074084967921025
December,21,Chinatown / Douglas,640,Drug Offenses,54397,0.01176535470706105
December,22,Auburn Gresham / Beverly,1368,Drug Offenses,54397,0.025148445686342998
December,23,Boystown / Lake View,586,Drug Offenses,54397,0.010772652903652775
December,24,Edgewater / Rogers Park,1031,Drug Offenses,54397,0.018953251098406163
December,25,Austin / Avondale,2715,Drug Offenses,54397,0.049910840671360555
February,1,Douglas / Loop,775,Drug Offenses,65008,0.011921609648043318
February,2,Douglas / Englewood,2608,Drug Offenses,65008,0.040118139305931576
February,3,Grand Crossing / Jackson Park,3093,Drug Offenses,65008,0.04757875953728772
February,4,Avalon Park / Burnside,3077,Drug Offenses,65008,0.0473326359832636
February,5,Burnside / Pullman,3091,Drug Offenses,65008,0.0475479940930347
February,6,Auburn Gresham / Chatham,3444,Drug Offenses,65008,0.052978095003691855
February,7,Englewood / Grand Crossing,4304,Drug Offenses,65008,0.0662072360324883
February,8,Archer Heights / Ashburn,3129,Drug Offenses,65008,0.04813253753384199
February,9,Armour Square / Bridgeport,3006,Drug Offenses,65008,0.04624046271228156
February,10,Little Village / Lower West Side,4084,Drug Offenses,65008,0.06282303716465666
February,11,Austin / Garfield Park,11638,Drug Offenses,65008,0.17902412010829435
February,12,East Village / Garfield Park,1298,Drug Offenses,65008,0.019966773320206743
February,13,East Village / Garfield Park,1045,Drug Offenses,65008,0.016074944622200344
February,14,Avondale / Bucktown,1363,Drug Offenses,65008,0.020966650258429732
February,15,Austin,6832,Drug Offenses,65008,0.10509475756829928
February,16,Dunning / Edison Park,914,Drug Offenses,65008,0.014059808023627862
February,17,Albany Park / Avondale,995,Drug Offenses,65008,0.01530580851587497
February,18,Lincoln Park / Magnificent Mile,1025,Drug Offenses,65008,0.015767290179670195
February,19,Lake View / Lincoln Park,552,Drug Offenses,65008,0.008491262613832144
February,20,Andersonville / Edgewater,724,Drug Offenses,65008,0.011137090819591435
February,21,Chinatown / Douglas,993,Drug Offenses,65008,0.015275043071621953
February,22,Auburn Gresham / Beverly,1758,Drug Offenses,65008,0.027042825498400196
February,23,Boystown / Lake View,642,Drug Offenses,65008,0.00987570760521782
February,24,Edgewater / Rogers Park,1338,Drug Offenses,65008,0.020582082205267044
February,25,Austin / Avondale,3280,Drug Offenses,65008,0.05045532857494462
January,1,Douglas / Loop,764,Drug Offenses,67029,0.011398051589610467
January,2,Douglas / Englewood,2910,Drug Offenses,67029,0.04341404466723359
January,3,Grand Crossing / Jackson Park,3023,Drug Offenses,67029,0.045099882140566025
January,4,Avalon Park / Burnside,3071,Drug Offenses,67029,0.04581599009383998
January,5,Burnside / Pullman,3046,Drug Offenses,67029,0.0454430172015098
January,6,Auburn Gresham / Chatham,3293,Drug Offenses,67029,0.04912798937773202
January,7,Englewood / Grand Crossing,4585,Drug Offenses,67029,0.06840322845335602
January,8,Archer Heights / Ashburn,3010,Drug Offenses,67029,0.044905936236554325
January,9,Armour Square / Bridgeport,3114,Drug Offenses,67029,0.046457503468647895
January,10,Little Village / Lower West Side,4085,Drug Offenses,67029,0.0609437706067523
January,11,Austin / Garfield Park,12381,Drug Offenses,67029,0.18471109519760104
January,12,East Village / Garfield Park,1249,Drug Offenses,67029,0.018633725700816065
January,13,East Village / Garfield Park,1070,Drug Offenses,67029,0.015963239791731938
January,14,Avondale / Bucktown,1300,Drug Offenses,67029,0.019394590401169642
January,15,Austin,7171,Drug Offenses,67029,0.1069835444359904
January,16,Dunning / Edison Park,1051,Drug Offenses,67029,0.015679780393560997
January,17,Albany Park / Avondale,993,Drug Offenses,67029,0.014814483283354966
January,18,Lincoln Park / Magnificent Mile,1287,Drug Offenses,67029,0.019200644497157946
January,19,Lake View / Lincoln Park,542,Drug Offenses,67029,0.008086052305718421
January,20,Andersonville / Edgewater,774,Drug Offenses,67029,0.011547240746542542
January,21,Chinatown / Douglas,1190,Drug Offenses,67029,0.017753509674916828
January,22,Auburn Gresham / Beverly,1740,Drug Offenses,67029,0.025958913306180907
January,23,Boystown / Lake View,695,Drug Offenses,67029,0.010368646406779156
January,24,Edgewater / Rogers Park,1361,Drug Offenses,67029,0.020304644258455296
January,25,Austin / Avondale,3324,Drug Offenses,67029,0.04959047576422146
July,1,Douglas / Loop,816,Drug Offenses,62380,0.013081115742225072
July,2,Douglas / Englewood,2248,Drug Offenses,62380,0.0360371914075024
July,3,Grand Crossing / Jackson Park,2956,Drug Offenses,62380,0.04738698300737416
July,4,Avalon Park / Burnside,2972,Drug Offenses,62380,0.04764347547290798
July,5,Burnside / Pullman,2509,Drug Offenses,62380,0.04022122475152293
July,6,Auburn Gresham / Chatham,3305,Drug Offenses,62380,0.052981724911830716
July,7,Englewood / Grand Crossing,4334,Drug Offenses,62380,0.06947739660147483
July,8,Archer Heights / Ashburn,3003,Drug Offenses,62380,0.04814042962487977
July,9,Armour Square / Bridgeport,2904,Drug Offenses,62380,0.04655338249438923
July,10,Little Village / Lower West Side,3936,Drug Offenses,62380,0.06309714652132094
July,11,Austin / Garfield Park,10678,Drug Offenses,62380,0.17117665918563643
July,12,East Village / Garfield Park,1114,Drug Offenses,62380,0.01785828791279256
July,13,East Village / Garfield Park,893,Drug Offenses,62380,0.014315485732606605
July,14,Avondale / Bucktown,1444,Drug Offenses,62380,0.023148445014427702
July,15,Austin,6743,Drug Offenses,62380,0.10809554344341135
July,16,Dunning / Edison Park,936,Drug Offenses,62380,0.01500480923372876
July,17,Albany Park / Avondale,888,Drug Offenses,62380,0.014235331837127285
July,18,Lincoln Park / Magnificent Mile,1147,Drug Offenses,62380,0.018387303622956076
July,19,Lake View / Lincoln Park,669,Drug Offenses,62380,0.010724591215133056
July,20,Andersonville / Edgewater,710,Drug Offenses,62380,0.011381853158063482
July,21,Chinatown / Douglas,876,Drug Offenses,62380,0.014042962487976915
July,22,Auburn Gresham / Beverly,1571,Drug Offenses,62380,0.025184353959602435
July,23,Boystown / Lake View,768,Drug Offenses,62380,0.012311638345623597
July,24,Edgewater / Rogers Park,1441,Drug Offenses,62380,0.02310035267714011
July,25,Austin / Avondale,3519,Drug Offenses,62380,0.056412311638345626
June,1,Douglas / Loop,736,Drug Offenses,59434,0.012383484200962412
June,2,Douglas / Englewood,2290,Drug Offenses,59434,0.03853013426658142
June,3,Grand Crossing / Jackson Park,2862,Drug Offenses,59434,0.048154255140155464
June,4,Avalon Park / Burnside,2781,Drug Offenses,59434,0.046791398862603896
June,5,Burnside / Pullman,2561,Drug Offenses,59434,0.04308981391122926
June,6,Auburn Gresham / Chatham,3135,Drug Offenses,59434,0.052747585557088535
June,7,Englewood / Grand Crossing,4245,Drug Offenses,59434,0.07142376417538783
June,8,Archer Heights / Ashburn,2944,Drug Offenses,59434,0.04953393680384965
June,9,Armour Square / Bridgeport,2755,Drug Offenses,59434,0.046353938822895985
June,10,Little Village / Lower West Side,3689,Drug Offenses,59434,0.06206884948009557
June,11,Austin / Garfield Park,10034,Drug Offenses,59434,0.16882592455496853
June,12,East Village / Garfield Park,1096,Drug Offenses,59434,0.018440623212302724
June,13,East Village / Garfield Park,879,Drug Offenses,59434,0.014789514419355923
June,14,Avondale / Bucktown,1435,Drug Offenses,59434,0.024144429114648182
June,15,Austin,6163,Drug Offenses,59434,0.10369485479691759
June,16,Dunning / Edison Park,977,Drug Offenses,59434,0.0164384022613319
June,17,Albany Park / Avondale,796,Drug Offenses,59434,0.01339300736951913
June,18,Lincoln Park / Magnificent Mile,1184,Drug Offenses,59434,0.019921257192852575
June,19,Lake View / Lincoln Park,704,Drug Offenses,59434,0.011845071844398829
June,20,Andersonville / Edgewater,627,Drug Offenses,59434,0.010549517111417706
June,21,Chinatown / Douglas,872,Drug Offenses,59434,0.014671736716357641
June,22,Auburn Gresham / Beverly,1534,Drug Offenses,59434,0.025810142342766768
June,23,Boystown / Lake View,817,Drug Offenses,59434,0.013746340478513981
June,24,Edgewater / Rogers Park,1259,Drug Offenses,59434,0.021183161153548475
June,25,Austin / Avondale,3059,Drug Offenses,59434,0.051468856210250026
March,1,Douglas / Loop,860,Drug Offenses,70105,0.012267313315740675
March,2,Douglas / Englewood,2916,Drug Offenses,70105,0.041594750731046286
March,3,Grand Crossing / Jackson Park,2904,Drug Offenses,70105,0.04142357891733828
March,4,Avalon Park / Burnside,3347,Drug Offenses,70105,0.04774267170672562
March,5,Burnside / Pullman,3071,Drug Offenses,70105,0.04380571999144141
March,6,Auburn Gresham / Chatham,3630,Drug Offenses,70105,0.05177947364667285
March,7,Englewood / Grand Crossing,5290,Drug Offenses,70105,0.07545824120961415
March,8,Archer Heights / Ashburn,3350,Drug Offenses,70105,0.04778546466015263
March,9,Armour Square / Bridgeport,3369,Drug Offenses,70105,0.048056486698523644
March,10,Little Village / Lower West Side,4344,Drug Offenses,70105,0.06196419656229941
March,11,Austin / Garfield Park,12725,Drug Offenses,70105,0.181513444119535
March,12,East Village / Garfield Park,1437,Drug Offenses,70105,0.020497824691534126
March,13,East Village / Garfield Park,1036,Drug Offenses,70105,0.014777833250124812
March,14,Avondale / Bucktown,1360,Drug Offenses,70105,0.019399472220241066
March,15,Austin,7358,Drug Offenses,70105,0.10495685043862778
March,16,Dunning / Edison Park,1167,Drug Offenses,70105,0.016646458883103916
March,17,Albany Park / Avondale,1031,Drug Offenses,70105,0.01470651166107981
March,18,Lincoln Park / Magnificent Mile,1188,Drug Offenses,70105,0.016946009557092932
March,19,Lake View / Lincoln Park,690,Drug Offenses,70105,0.00984237928821054
March,20,Andersonville / Edgewater,747,Drug Offenses,70105,0.010655445403323586
March,21,Chinatown / Douglas,884,Drug Offenses,70105,0.012609656943156694
March,22,Auburn Gresham / Beverly,1893,Drug Offenses,70105,0.027002353612438485
March,23,Boystown / Lake View,632,Drug Offenses,70105,0.009015048855288496
March,24,Edgewater / Rogers Park,1409,Drug Offenses,70105,0.020098423792882104
March,25,Austin / Avondale,3467,Drug Offenses,70105,0.04945438984380572
May,1,Douglas / Loop,800,Drug Offenses,63940,0.012511729746637473
May,2,Douglas / Englewood,2716,Drug Offenses,63940,0.04247732248983422
May,3,Grand Crossing / Jackson Park,2730,Drug Offenses,63940,0.04269627776040037
May,4,Avalon Park / Burnside,2960,Drug Offenses,63940,0.04629340006255865
May,5,Burnside / Pullman,2605,Drug Offenses,63940,0.04074131998748827
May,6,Auburn Gresham / Chatham,3454,Drug Offenses,63940,0.05401939318110729
May,7,Englewood / Grand Crossing,4434,Drug Offenses,63940,0.06934626212073819
May,8,Archer Heights / Ashburn,3224,Drug Offenses,63940,0.050422270878949016
May,9,Armour Square / Bridgeport,2967,Drug Offenses,63940,0.046402877697841724
May,10,Little Village / Lower West Side,3940,Drug Offenses,63940,0.06162026900218955
May,11,Austin / Garfield Park,11003,Drug Offenses,63940,0.17208320300281513
May,12,East Village / Garfield Park,1331,Drug Offenses,63940,0.020816390365968097
May,13,East Village / Garfield Park,1001,Drug Offenses,63940,0.015655301845480137
May,14,Avondale / Bucktown,1377,Drug Offenses,63940,0.02153581482639975
May,15,Austin,6833,Drug Offenses,63940,0.10686581169846732
May,16,Dunning / Edison Park,1099,Drug Offenses,63940,0.017187988739443227
May,17,Albany Park / Avondale,968,Drug Offenses,63940,0.015139192993431342
May,18,Lincoln Park / Magnificent Mile,1208,Drug Offenses,63940,0.018892711917422585
May,19,Lake View / Lincoln Park,687,Drug Offenses,63940,0.01074444791992493
May,20,Andersonville / Edgewater,698,Drug Offenses,63940,0.010916484203941194
May,21,Chinatown / Douglas,831,Drug Offenses,63940,0.012996559274319674
May,22,Auburn Gresham / Beverly,1658,Drug Offenses,63940,0.025930559899906162
May,23,Boystown / Lake View,775,Drug Offenses,63940,0.012120738192055051
May,24,Edgewater / Rogers Park,1356,Drug Offenses,63940,0.021207381920550515
May,25,Austin / Avondale,3285,Drug Offenses,63940,0.05137629027213012
November,1,Douglas / Loop,724,Drug Offenses,59571,0.012153564653942354
November,2,Douglas / Englewood,2133,Drug Offenses,59571,0.035806012992899226
November,3,Grand Crossing / Jackson Park,2771,Drug Offenses,59571,0.04651592217689816
November,4,Avalon Park / Burnside,2849,Drug Offenses,59571,0.04782528411475382
November,5,Burnside / Pullman,2533,Drug Offenses,59571,0.04252068959728727
November,6,Auburn Gresham / Chatham,3338,Drug Offenses,59571,0.0560339762636182
November,7,Englewood / Grand Crossing,4033,Drug Offenses,59571,0.06770072686374243
November,8,Archer Heights / Ashburn,2801,Drug Offenses,59571,0.04701952292222726
November,9,Armour Square / Bridgeport,2557,Drug Offenses,59571,0.04292357019355055
November,10,Little Village / Lower West Side,3949,Drug Offenses,59571,0.06629064477682094
November,11,Austin / Garfield Park,10758,Drug Offenses,59571,0.18059122727501636
November,12,East Village / Garfield Park,1090,Drug Offenses,59571,0.01829749374695741
November,13,East Village / Garfield Park,951,Drug Offenses,59571,0.01596414362693257
November,14,Avondale / Bucktown,1167,Drug Offenses,59571,0.01959006899330211
November,15,Austin,6487,Drug Offenses,59571,0.10889526783166306
November,16,Dunning / Edison Park,903,Drug Offenses,59571,0.015158382434406002
November,17,Albany Park / Avondale,803,Drug Offenses,59571,0.013479713283308993
November,18,Lincoln Park / Magnificent Mile,1096,Drug Offenses,59571,0.01839821389602323
November,19,Lake View / Lincoln Park,522,Drug Offenses,59571,0.008762652968726393
November,20,Andersonville / Edgewater,664,Drug Offenses,59571,0.011146363163284148
November,21,Chinatown / Douglas,781,Drug Offenses,59571,0.013110406070067651
November,22,Auburn Gresham / Beverly,1568,Drug Offenses,59571,0.026321532289201123
November,23,Boystown / Lake View,657,Drug Offenses,59571,0.011028856322707357
November,24,Edgewater / Rogers Park,1249,Drug Offenses,59571,0.020966577697201658
November,25,Austin / Avondale,3187,Drug Offenses,59571,0.05349918584546172
October,1,Douglas / Loop,742,Drug Offenses,62220,0.011925425908068145
October,2,Douglas / Englewood,2314,Drug Offenses,62220,0.03719061395049823
October,3,Grand Crossing / Jackson Park,2952,Drug Offenses,62220,0.04744455159112825
October,4,Avalon Park / Burnside,2944,Drug Offenses,62220,0.04731597557055609
October,5,Burnside / Pullman,2713,Drug Offenses,62220,0.04360334297653488
October,6,Auburn Gresham / Chatham,3473,Drug Offenses,62220,0.055818064930890386
October,7,Englewood / Grand Crossing,4197,Drug Offenses,62220,0.06745419479267116
October,8,Archer Heights / Ashburn,2822,Drug Offenses,62220,0.0453551912568306
October,9,Armour Square / Bridgeport,2818,Drug Offenses,62220,0.04529090324654452
October,10,Little Village / Lower West Side,3919,Drug Offenses,62220,0.06298617807778849
October,11,Austin / Garfield Park,10624,Drug Offenses,62220,0.17074895531983286
October,12,East Village / Garfield Park,1121,Drug Offenses,62220,0.01801671488267438
October,13,East Village / Garfield Park,928,Drug Offenses,62220,0.014914818386370942
October,14,Avondale / Bucktown,1166,Drug Offenses,62220,0.0187399549983928
October,15,Austin,7138,Drug Offenses,62220,0.1147219543555127
October,16,Dunning / Edison Park,1003,Drug Offenses,62220,0.01612021857923497
October,17,Albany Park / Avondale,905,Drug Offenses,62220,0.014545162327225972
October,18,Lincoln Park / Magnificent Mile,1132,Drug Offenses,62220,0.018193506910961107
October,19,Lake View / Lincoln Park,621,Drug Offenses,62220,0.009980713596914175
October,20,Andersonville / Edgewater,689,Drug Offenses,62220,0.011073609771777564
October,21,Chinatown / Douglas,847,Drug Offenses,62220,0.01361298617807779
October,22,Auburn Gresham / Beverly,1616,Drug Offenses,62220,0.025972356155576984
October,23,Boystown / Lake View,668,Drug Offenses,62220,0.010736097717775634
October,24,Edgewater / Rogers Park,1322,Drug Offenses,62220,0.021247187399549984
October,25,Austin / Avondale,3546,Drug Offenses,62220,0.05699132111861138
September,1,Douglas / Loop,751,Drug Offenses,61352,0.01224083974442561
September,2,Douglas / Englewood,2305,Drug Offenses,61352,0.03757008736471509
September,3,Grand Crossing / Jackson Park,2920,Drug Offenses,61352,0.04759421045768679
September,4,Avalon Park / Burnside,2850,Drug Offenses,61352,0.04645325335767375
September,5,Burnside / Pullman,2500,Drug Offenses,61352,0.04074846785760856
September,6,Auburn Gresham / Chatham,3332,Drug Offenses,61352,0.05430955796062068
September,7,Englewood / Grand Crossing,4219,Drug Offenses,61352,0.0687671143565002
September,8,Archer Heights / Ashburn,2857,Drug Offenses,61352,0.046567349067675054
September,9,Armour Square / Bridgeport,2789,Drug Offenses,61352,0.045458990741948105
September,10,Little Village / Lower West Side,3798,Drug Offenses,61352,0.06190507236927892
September,11,Austin / Garfield Park,11328,Drug Offenses,61352,0.18463945755639588
September,12,East Village / Garfield Park,1125,Drug Offenses,61352,0.01833681053592385
September,13,East Village / Garfield Park,927,Drug Offenses,61352,0.015109531881601251
September,14,Avondale / Bucktown,1242,Drug Offenses,61352,0.02024383883165993
September,15,Austin,6342,Drug Offenses,61352,0.10337071326118139
September,16,Dunning / Edison Park,1004,Drug Offenses,61352,0.016364584691615596
September,17,Albany Park / Avondale,861,Drug Offenses,61352,0.014033772330160387
September,18,Lincoln Park / Magnificent Mile,1219,Drug Offenses,61352,0.01986895292736993
September,19,Lake View / Lincoln Park,598,Drug Offenses,61352,0.009747033511539965
September,20,Andersonville / Edgewater,667,Drug Offenses,61352,0.010871691224409962
September,21,Chinatown / Douglas,815,Drug Offenses,61352,0.013284000521580389
September,22,Auburn Gresham / Beverly,1520,Drug Offenses,61352,0.024775068457426
September,23,Boystown / Lake View,781,Drug Offenses,61352,0.012729821358716913
September,24,Edgewater / Rogers Park,1324,Drug Offenses,61352,0.02158038857738949
September,25,Austin / Avondale,3278,Drug Offenses,61352,0.05342939105489634
April,1,Douglas / Loop,24733,All Crimes,668064,0.03702190209321263
April,2,Douglas / Englewood,24614,All Crimes,668064,0.03684377544666379
April,3,Grand Crossing / Jackson Park,34609,All Crimes,668064,0.05180491689418978
April,4,Avalon Park / Burnside,38283,All Crimes,668064,0.057304389998563014
April,5,Burnside / Pullman,30380,All Crimes,668064,0.045474685060114
April,6,Auburn Gresham / Chatham,39695,All Crimes,668064,0.05941795995593237
April,7,Englewood / Grand Crossing,38861,All Crimes,668064,0.05816957656751449
April,8,Archer Heights / Ashburn,44959,All Crimes,668064,0.06729744455621019
April,9,Armour Square / Bridgeport,32145,All Crimes,668064,0.04811664750682569
April,10,Little Village / Lower West Side,29410,All Crimes,668064,0.0440227283613546
April,11,Austin / Garfield Park,43541,All Crimes,668064,0.06517489342338459
April,12,East Village / Garfield Park,22370,All Crimes,668064,0.03348481582602864
April,13,East Village / Garfield Park,10246,All Crimes,668064,0.015336853954112181
April,14,Avondale / Bucktown,25319,All Crimes,668064,0.03789906356277243
April,15,Austin,29344,All Crimes,668064,0.04392393543133592
April,16,Dunning / Edison Park,22033,All Crimes,668064,0.03298037313790295
April,17,Albany Park / Avondale,19246,All Crimes,668064,0.028808617138477752
April,18,Lincoln Park / Magnificent Mile,28755,All Crimes,668064,0.043042283374047995
April,19,Lake View / Lincoln Park,21565,All Crimes,668064,0.032279841452315945
April,20,Andersonville / Edgewater,11833,All Crimes,668064,0.017712374862288643
April,21,Chinatown / Douglas,9302,All Crimes,668064,0.013923815682329836
April,22,Auburn Gresham / Beverly,21784,All Crimes,668064,0.03260765435646884
April,23,Boystown / Lake View,7540,All Crimes,668064,0.011286343823346267
April,24,Edgewater / Rogers Park,19986,All Crimes,668064,0.029916295444747807
April,25,Austin / Avondale,37511,All Crimes,668064,0.056148812089859654
August,1,Douglas / Loop,29294,All Crimes,734697,0.039872219431956304
