year,district,primary_type,count
2019,25,OFFENSE INVOLVING CHILDREN,160
2019,25,OTHER OFFENSE,1019
2019,25,PROSTITUTION,35
2019,25,PUBLIC INDECENCY,2
2019,25,PUBLIC PEACE VIOLATION,89
2019,25,ROBBERY,391
2019,25,SEX OFFENSE,99
2019,25,STALKING,11
2019,25,THEFT,2584
2019,25,WEAPONS VIOLATION,306
2020,01,ARSON,19
2020,01,ASSAULT,531
2020,01,BATTERY,1221
2020,01,BURGLARY,373
2020,01,CONCEALED CARRY LICENSE VIOLATION,1
2020,01,CRIM SEXUAL ASSAULT,4
2020,01,CRIMINAL DAMAGE,640
2020,01,CRIMINAL SEXUAL ASSAULT,47
2020,01,CRIMINAL TRESPASS,315
2020,01,DECEPTIVE PRACTICE,1036
2020,01,HOMICIDE,7
2020,01,INTERFERENCE WITH PUBLIC OFFICER,24
2020,01,INTIMIDATION,12
2020,01,KIDNAPPING,3
2020,01,LIQUOR LAW VIOLATION,4
2020,01,MOTOR VEHICLE THEFT,329
2020,01,NARCOTICS,148
2020,01,OBSCENITY,1
2020,01,OFFENSE INVOLVING CHILDREN,28
2020,01,OTHER OFFENSE,325
2020,01,PROSTITUTION,2
2020,01,PUBLIC INDECENCY,1
2020,01,PUBLIC PEACE VIOLATION,88
2020,01,ROBBERY,289
2020,01,SEX OFFENSE,30
2020,01,STALKING,5
2020,01,THEFT,2754
2020,01,WEAPONS VIOLATION,182
2020,02,ARSON,17
2020,02,ASSAULT,935
2020,02,BATTERY,1883
2020,02,BURGLARY,298
2020,02,CONCEALED CARRY LICENSE VIOLATION,3
2020,02,CRIM SEXUAL ASSAULT,2
2020,02,CRIMINAL DAMAGE,1118
2020,02,CRIMINAL SEXUAL ASSAULT,49
2020,02,CRIMINAL TRESPASS,132
2020,02,DECEPTIVE PRACTICE,863
2020,02,HOMICIDE,23
2020,02,HUMAN TRAFFICKING,1
2020,02,INTERFERENCE WITH PUBLIC OFFICER,30
2020,02,INTIMIDATION,6
2020,02,KIDNAPPING,8
2020,02,LIQUOR LAW VIOLATION,1
2020,02,MOTOR VEHICLE THEFT,501
2020,02,NARCOTICS,180
2020,02,OBSCENITY,3
2020,02,OFFENSE INVOLVING CHILDREN,99
2020,02,OTHER NARCOTIC VIOLATION,2
2020,02,OTHER OFFENSE,721
2020,02,PROSTITUTION,9
2020,02,PUBLIC INDECENCY,1
2020,02,PUBLIC PEACE VIOLATION,99
2020,02,ROBBERY,334
2020,02,SEX OFFENSE,39
2020,02,STALKING,18
2020,02,THEFT,1863
2020,02,WEAPONS VIOLATION,296
2020,03,ARSON,25
2020,03,ASSAULT,1121
2020,03,BATTERY,2648
2020,03,BURGLARY,517
2020,03,CRIM SEXUAL ASSAULT,3
2020,03,CRIMINAL DAMAGE,1540
2020,03,CRIMINAL SEXUAL ASSAULT,62
2020,03,CRIMINAL TRESPASS,177
2020,03,DECEPTIVE PRACTICE,639
2020,03,HOMICIDE,48
2020,03,INTERFERENCE WITH PUBLIC OFFICER,29
2020,03,INTIMIDATION,4
2020,03,KIDNAPPING,5
2020,03,LIQUOR LAW VIOLATION,1
2020,03,MOTOR VEHICLE THEFT,531
2020,03,NARCOTICS,195
2020,03,OBSCENITY,2
2020,03,OFFENSE INVOLVING CHILDREN,137
2020,03,OTHER OFFENSE,696
2020,03,PUBLIC PEACE VIOLATION,68
2020,03,ROBBERY,391
2020,03,SEX OFFENSE,31
2020,03,STALKING,9
2020,03,THEFT,1618
2020,03,WEAPONS VIOLATION,553
2020,04,ARSON,33
2020,04,ASSAULT,1239
2020,04,BATTERY,2722
2020,04,BURGLARY,522
2020,04,CONCEALED CARRY LICENSE VIOLATION,11
2020,04,CRIM SEXUAL ASSAULT,7
2020,04,CRIMINAL DAMAGE,1725
2020,04,CRIMINAL SEXUAL ASSAULT,62
2020,04,CRIMINAL TRESPASS,233
2020,04,DECEPTIVE PRACTICE,862
2020,04,HOMICIDE,64
2020,04,INTERFERENCE WITH PUBLIC OFFICER,72
2020,04,INTIMIDATION,8
2020,04,KIDNAPPING,10
2020,04,LIQUOR LAW VIOLATION,2
2020,04,MOTOR VEHICLE THEFT,625
2020,04,NARCOTICS,287
2020,04,OBSCENITY,4
2020,04,OFFENSE INVOLVING CHILDREN,167
2020,04,OTHER OFFENSE,876
2020,04,PROSTITUTION,1
2020,04,PUBLIC PEACE VIOLATION,43
2020,04,ROBBERY,419
2020,04,SEX OFFENSE,55
2020,04,STALKING,11
2020,04,THEFT,1711
2020,04,WEAPONS VIOLATION,562
2020,05,ARSON,37
2020,05,ASSAULT,1063
2020,05,BATTERY,2241
2020,05,BURGLARY,568
2020,05,CONCEALED CARRY LICENSE VIOLATION,7
2020,05,CRIM SEXUAL ASSAULT,5
2020,05,CRIMINAL DAMAGE,1533
2020,05,CRIMINAL SEXUAL ASSAULT,44
2020,05,CRIMINAL TRESPASS,198
2020,05,DECEPTIVE PRACTICE,616
2020,05,HOMICIDE,46
2020,05,INTERFERENCE WITH PUBLIC OFFICER,45
2020,05,INTIMIDATION,3
2020,05,KIDNAPPING,11
2020,05,LIQUOR LAW VIOLATION,1
2020,05,MOTOR VEHICLE THEFT,448
2020,05,NARCOTICS,221
2020,05,OFFENSE INVOLVING CHILDREN,119
2020,05,OTHER OFFENSE,745
2020,05,PROSTITUTION,18
2020,05,PUBLIC PEACE VIOLATION,31
2020,05,ROBBERY,304
2020,05,SEX OFFENSE,37
2020,05,STALKING,11
2020,05,THEFT,1300
2020,05,WEAPONS VIOLATION,623
2020,06,ARSON,36
2020,06,ASSAULT,1403
2020,06,BATTERY,3132
2020,06,BURGLARY,651
2020,06,CONCEALED CARRY LICENSE VIOLATION,8
2020,06,CRIM SEXUAL ASSAULT,4
2020,06,CRIMINAL DAMAGE,1814
2020,06,CRIMINAL SEXUAL ASSAULT,69
2020,06,CRIMINAL TRESPASS,310
2020,06,DECEPTIVE PRACTICE,884
2020,06,GAMBLING,1
2020,06,HOMICIDE,75
2020,06,HUMAN TRAFFICKING,1
2020,06,INTERFERENCE WITH PUBLIC OFFICER,64
2020,06,INTIMIDATION,3
2020,06,KIDNAPPING,8
2020,06,LIQUOR LAW VIOLATION,4
2020,06,MOTOR VEHICLE THEFT,613
2020,06,NARCOTICS,395
2020,06,OBSCENITY,4
2020,06,OFFENSE INVOLVING CHILDREN,149
2020,06,OTHER OFFENSE,854
2020,06,PROSTITUTION,2
2020,06,PUBLIC INDECENCY,1
2020,06,PUBLIC PEACE VIOLATION,63
2020,06,ROBBERY,494
2020,06,SEX OFFENSE,43
2020,06,STALKING,10
2020,06,THEFT,2178
2020,06,WEAPONS VIOLATION,841
2020,07,ARSON,38
2020,07,ASSAULT,1265
2020,07,BATTERY,2899
2020,07,BURGLARY,389
2020,07,CONCEALED CARRY LICENSE VIOLATION,14
2020,07,CRIM SEXUAL ASSAULT,7
2020,07,CRIMINAL DAMAGE,1503
2020,07,CRIMINAL SEXUAL ASSAULT,62
2020,07,CRIMINAL TRESPASS,155
2020,07,DECEPTIVE PRACTICE,515
2020,07,GAMBLING,3
2020,07,HOMICIDE,75
2020,07,INTERFERENCE WITH PUBLIC OFFICER,59
2020,07,INTIMIDATION,5
2020,07,KIDNAPPING,9
2020,07,LIQUOR LAW VIOLATION,2
2020,07,MOTOR VEHICLE THEFT,486
2020,07,NARCOTICS,506
2020,07,OFFENSE INVOLVING CHILDREN,118
2020,07,OTHER OFFENSE,690
2020,07,PROSTITUTION,48
2020,07,PUBLIC INDECENCY,1
2020,07,PUBLIC PEACE VIOLATION,80
2020,07,ROBBERY,456
2020,07,SEX OFFENSE,29
2020,07,STALKING,16
2020,07,THEFT,1413
2020,07,WEAPONS VIOLATION,945
2020,08,ARSON,46
2020,08,ASSAULT,1210
2020,08,BATTERY,2476
2020,08,BURGLARY,599
2020,08,CONCEALED CARRY LICENSE VIOLATION,18
2020,08,CRIMINAL DAMAGE,1718
2020,08,CRIMINAL SEXUAL ASSAULT,70
2020,08,CRIMINAL TRESPASS,220
2020,08,DECEPTIVE PRACTICE,1300
2020,08,HOMICIDE,45
2020,08,INTERFERENCE WITH PUBLIC OFFICER,16
2020,08,INTIMIDATION,18
2020,08,KIDNAPPING,8
2020,08,LIQUOR LAW VIOLATION,5
2020,08,MOTOR VEHICLE THEFT,574
2020,08,NARCOTICS,263
2020,08,OBSCENITY,10
2020,08,OFFENSE INVOLVING CHILDREN,185
2020,08,OTHER OFFENSE,908
2020,08,PROSTITUTION,11
2020,08,PUBLIC PEACE VIOLATION,103
2020,08,ROBBERY,465
2020,08,SEX OFFENSE,74
2020,08,STALKING,10
2020,08,THEFT,2287
2020,08,WEAPONS VIOLATION,553
2020,09,ARSON,62
2020,09,ASSAULT,872
2020,09,BATTERY,1940
2020,09,BURGLARY,324
2020,09,CONCEALED CARRY LICENSE VIOLATION,8
2020,09,CRIMINAL DAMAGE,1227
2020,09,CRIMINAL SEXUAL ASSAULT,49
2020,09,CRIMINAL TRESPASS,129
2020,09,DECEPTIVE PRACTICE,697
2020,09,GAMBLING,1
2020,09,HOMICIDE,39
2020,09,INTERFERENCE WITH PUBLIC OFFICER,36
2020,09,INTIMIDATION,19
2020,09,KIDNAPPING,6
2020,09,LIQUOR LAW VIOLATION,12
2020,09,MOTOR VEHICLE THEFT,397
2020,09,NARCOTICS,221
2020,09,OBSCENITY,2
2020,09,OFFENSE INVOLVING CHILDREN,128
2020,09,OTHER OFFENSE,577
2020,09,PROSTITUTION,1
2020,09,PUBLIC PEACE VIOLATION,51
2020,09,ROBBERY,373
2020,09,SEX OFFENSE,71
2020,09,STALKING,6
2020,09,THEFT,1539
2020,09,WEAPONS VIOLATION,511
2020,10,ARSON,34
2020,10,ASSAULT,941
2020,10,BATTERY,2467
2020,10,BURGLARY,264
2020,10,CONCEALED CARRY LICENSE VIOLATION,19
2020,10,CRIM SEXUAL ASSAULT,3
2020,10,CRIMINAL DAMAGE,1133
2020,10,CRIMINAL SEXUAL ASSAULT,66
2020,10,CRIMINAL TRESPASS,168
2020,10,DECEPTIVE PRACTICE,510
2020,10,GAMBLING,1
2020,10,HOMICIDE,62
2020,10,INTERFERENCE WITH PUBLIC OFFICER,41
2020,10,INTIMIDATION,5
2020,10,KIDNAPPING,5
2020,10,LIQUOR LAW VIOLATION,5
2020,10,MOTOR VEHICLE THEFT,492
2020,10,NARCOTICS,637
2020,10,OBSCENITY,3
2020,10,OFFENSE INVOLVING CHILDREN,113
2020,10,OTHER OFFENSE,623
2020,10,PUBLIC INDECENCY,2
2020,10,PUBLIC PEACE VIOLATION,80
2020,10,ROBBERY,432
2020,10,SEX OFFENSE,51
2020,10,STALKING,5
2020,10,THEFT,1287
2020,10,WEAPONS VIOLATION,676
2020,11,ARSON,52
2020,11,ASSAULT,1119
2020,11,BATTERY,3231
2020,11,BURGLARY,341
2020,11,CONCEALED CARRY LICENSE VIOLATION,14
2020,11,CRIM SEXUAL ASSAULT,4
2020,11,CRIMINAL DAMAGE,1514
2020,11,CRIMINAL SEXUAL ASSAULT,74
2020,11,CRIMINAL TRESPASS,244
2020,11,DECEPTIVE PRACTICE,553
2020,11,GAMBLING,16
2020,11,HOMICIDE,103
2020,11,INTERFERENCE WITH PUBLIC OFFICER,67
2020,11,INTIMIDATION,4
2020,11,KIDNAPPING,4
2020,11,LIQUOR LAW VIOLATION,2
2020,11,MOTOR VEHICLE THEFT,697
2020,11,NARCOTICS,2578
2020,11,OBSCENITY,1
2020,11,OFFENSE INVOLVING CHILDREN,103
2020,11,OTHER OFFENSE,697
2020,11,PROSTITUTION,169
2020,11,PUBLIC PEACE VIOLATION,164
2020,11,RITUALISM,1
2020,11,ROBBERY,841
2020,11,SEX OFFENSE,42
2020,11,STALKING,9
2020,11,THEFT,1555
2020,11,WEAPONS VIOLATION,870
2020,12,ARSON,14
2020,12,ASSAULT,747
2020,12,BATTERY,1571
2020,12,BURGLARY,413
2020,12,CONCEALED CARRY LICENSE VIOLATION,4
2020,12,CRIMINAL DAMAGE,1214
2020,12,CRIMINAL SEXUAL ASSAULT,50
2020,12,CRIMINAL TRESPASS,205
2020,12,DECEPTIVE PRACTICE,916
2020,12,HOMICIDE,30
2020,12,INTERFERENCE WITH PUBLIC OFFICER,18
2020,12,INTIMIDATION,8
2020,12,KIDNAPPING,1
2020,12,LIQUOR LAW VIOLATION,16
2020,12,MOTOR VEHICLE THEFT,680
2020,12,NARCOTICS,183
2020,12,OBSCENITY,2
2020,12,OFFENSE INVOLVING CHILDREN,50
2020,12,OTHER NARCOTIC VIOLATION,1
2020,12,OTHER OFFENSE,510
2020,12,PROSTITUTION,5
2020,12,PUBLIC PEACE VIOLATION,38
2020,12,ROBBERY,440
2020,12,SEX OFFENSE,54
2020,12,STALKING,13
2020,12,THEFT,2870
2020,12,WEAPONS VIOLATION,156
2020,14,ARSON,12
2020,14,ASSAULT,450
2020,14,BATTERY,911
2020,14,BURGLARY,379
2020,14,CONCEALED CARRY LICENSE VIOLATION,1
2020,14,CRIM SEXUAL ASSAULT,1
2020,14,CRIMINAL DAMAGE,703
2020,14,CRIMINAL SEXUAL ASSAULT,28
2020,14,CRIMINAL TRESPASS,159
2020,14,DECEPTIVE PRACTICE,653
2020,14,HOMICIDE,16
2020,14,INTERFERENCE WITH PUBLIC OFFICER,11
2020,14,INTIMIDATION,8
2020,14,KIDNAPPING,6
2020,14,LIQUOR LAW VIOLATION,6
2020,14,MOTOR VEHICLE THEFT,276
2020,14,NARCOTICS,83
2020,14,OFFENSE INVOLVING CHILDREN,39
2020,14,OTHER OFFENSE,315
2020,14,PUBLIC INDECENCY,1
2020,14,PUBLIC PEACE VIOLATION,37
2020,14,ROBBERY,250
2020,14,SEX OFFENSE,41
2020,14,STALKING,7
2020,14,THEFT,2161
2020,14,WEAPONS VIOLATION,122
2020,15,ARSON,37
2020,15,ASSAULT,875
2020,15,BATTERY,2357
2020,15,BURGLARY,273
2020,15,CRIM SEXUAL ASSAULT,3
2020,15,CRIMINAL DAMAGE,1037
2020,15,CRIMINAL SEXUAL ASSAULT,54
2020,15,CRIMINAL TRESPASS,127
2020,15,DECEPTIVE PRACTICE,456
2020,15,GAMBLING,1
2020,15,HOMICIDE,65
2020,15,INTERFERENCE WITH PUBLIC OFFICER,25
2020,15,INTIMIDATION,4
2020,15,KIDNAPPING,5
2020,15,LIQUOR LAW VIOLATION,1
2020,15,MOTOR VEHICLE THEFT,481
2020,15,NARCOTICS,393
2020,15,NON-CRIMINAL,1
2020,15,OBSCENITY,5
2020,15,OFFENSE INVOLVING CHILDREN,73
2020,15,OTHER OFFENSE,547
2020,15,PROSTITUTION,2
2020,15,PUBLIC PEACE VIOLATION,69
2020,15,ROBBERY,460
2020,15,SEX OFFENSE,34
2020,15,STALKING,6
2020,15,THEFT,1111
2020,15,WEAPONS VIOLATION,413
2020,16,ARSON,19
2020,16,ASSAULT,553
2020,16,BATTERY,1145
2020,16,BURGLARY,333
2020,16,CONCEALED CARRY LICENSE VIOLATION,18
2020,16,CRIMINAL DAMAGE,815
2020,16,CRIMINAL SEXUAL ASSAULT,31
2020,16,CRIMINAL TRESPASS,231
2020,16,DECEPTIVE PRACTICE,1313
2020,16,HOMICIDE,10
2020,16,INTERFERENCE WITH PUBLIC OFFICER,9
2020,16,INTIMIDATION,5
2020,16,KIDNAPPING,8
2020,16,LIQUOR LAW VIOLATION,13
2020,16,MOTOR VEHICLE THEFT,330
2020,16,NARCOTICS,220
2020,16,OBSCENITY,5
2020,16,OFFENSE INVOLVING CHILDREN,80
2020,16,OTHER OFFENSE,566
2020,16,PROSTITUTION,1
2020,16,PUBLIC INDECENCY,1
2020,16,PUBLIC PEACE VIOLATION,28
2020,16,ROBBERY,126
2020,16,SEX OFFENSE,50
2020,16,STALKING,12
2020,16,THEFT,1610
2020,16,WEAPONS VIOLATION,62
2020,17,ARSON,13
2020,17,ASSAULT,477
2020,17,BATTERY,994
2020,17,BURGLARY,252
2020,17,CONCEALED CARRY LICENSE VIOLATION,1
2020,17,CRIMINAL DAMAGE,800
2020,17,CRIMINAL SEXUAL ASSAULT,37
2020,17,CRIMINAL TRESPASS,134
2020,17,DECEPTIVE PRACTICE,662
2020,17,GAMBLING,1
2020,17,HOMICIDE,12
2020,17,HUMAN TRAFFICKING,1
2020,17,INTERFERENCE WITH PUBLIC OFFICER,6
2020,17,INTIMIDATION,6
2020,17,KIDNAPPING,1
2020,17,LIQUOR LAW VIOLATION,10
2020,17,MOTOR VEHICLE THEFT,290
2020,17,NARCOTICS,101
2020,17,OBSCENITY,1
2020,17,OFFENSE INVOLVING CHILDREN,63
2020,17,OTHER NARCOTIC VIOLATION,1
2020,17,OTHER OFFENSE,322
2020,17,PUBLIC PEACE VIOLATION,19
2020,17,ROBBERY,223
2020,17,SEX OFFENSE,31
2020,17,STALKING,3
2020,17,THEFT,1485
2020,17,WEAPONS VIOLATION,101
2020,18,ARSON,5
2020,18,ASSAULT,471
2020,18,BATTERY,1061
2020,18,BURGLARY,548
2020,18,CONCEALED CARRY LICENSE VIOLATION,2
2020,18,CRIM SEXUAL ASSAULT,8
2020,18,CRIMINAL DAMAGE,547
2020,18,CRIMINAL SEXUAL ASSAULT,74
2020,18,CRIMINAL TRESPASS,257
2020,18,DECEPTIVE PRACTICE,1232
2020,18,GAMBLING,1
2020,18,HOMICIDE,10
2020,18,HUMAN TRAFFICKING,1
2020,18,INTERFERENCE WITH PUBLIC OFFICER,29
2020,18,INTIMIDATION,7
2020,18,KIDNAPPING,1
2020,18,LIQUOR LAW VIOLATION,17
2020,18,MOTOR VEHICLE THEFT,382
2020,18,NARCOTICS,91
2020,18,OBSCENITY,1
2020,18,OFFENSE INVOLVING CHILDREN,22
2020,18,OTHER OFFENSE,326
2020,18,PROSTITUTION,1
2020,18,PUBLIC PEACE VIOLATION,67
2020,18,ROBBERY,317
2020,18,SEX OFFENSE,46
2020,18,STALKING,11
2020,18,THEFT,3163
2020,18,WEAPONS VIOLATION,178
2020,19,ARSON,24
2020,19,ASSAULT,553
2020,19,BATTERY,1074
2020,19,BURGLARY,470
2020,19,CONCEALED CARRY LICENSE VIOLATION,5
2020,19,CRIM SEXUAL ASSAULT,3
2020,19,CRIMINAL DAMAGE,784
2020,19,CRIMINAL SEXUAL ASSAULT,59
2020,19,CRIMINAL TRESPASS,247
2020,19,DECEPTIVE PRACTICE,1422
2020,19,HOMICIDE,4
2020,19,INTERFERENCE WITH PUBLIC OFFICER,15
2020,19,INTIMIDATION,14
2020,19,KIDNAPPING,3
2020,19,LIQUOR LAW VIOLATION,17
2020,19,MOTOR VEHICLE THEFT,454
2020,19,NARCOTICS,66
2020,19,OBSCENITY,4
2020,19,OFFENSE INVOLVING CHILDREN,33
2020,19,OTHER NARCOTIC VIOLATION,1
2020,19,OTHER OFFENSE,405
2020,19,PUBLIC PEACE VIOLATION,47
2020,19,ROBBERY,309
2020,19,SEX OFFENSE,36
2020,19,STALKING,10
2020,19,THEFT,3343
2020,19,WEAPONS VIOLATION,35
2020,20,ARSON,5
2020,20,ASSAULT,286
2020,20,BATTERY,733
2020,20,BURGLARY,189
2020,20,CRIM SEXUAL ASSAULT,2
2020,20,CRIMINAL DAMAGE,437
2020,20,CRIMINAL SEXUAL ASSAULT,41
2020,20,CRIMINAL TRESPASS,88
2020,20,DECEPTIVE PRACTICE,570
2020,20,HOMICIDE,7
2020,20,INTERFERENCE WITH PUBLIC OFFICER,5
2020,20,INTIMIDATION,2
2020,20,KIDNAPPING,2
2020,20,LIQUOR LAW VIOLATION,3
2020,20,MOTOR VEHICLE THEFT,151
2020,20,NARCOTICS,38
2020,20,OFFENSE INVOLVING CHILDREN,14
2020,20,OTHER OFFENSE,185
2020,20,PUBLIC PEACE VIOLATION,16
2020,20,ROBBERY,97
2020,20,SEX OFFENSE,28
2020,20,STALKING,5
2020,20,THEFT,1181
2020,20,WEAPONS VIOLATION,18
2020,22,ARSON,16
2020,22,ASSAULT,631
2020,22,BATTERY,1238
2020,22,BURGLARY,342
2020,22,CONCEALED CARRY LICENSE VIOLATION,5
2020,22,CRIM SEXUAL ASSAULT,5
2020,22,CRIMINAL DAMAGE,904
2020,22,CRIMINAL SEXUAL ASSAULT,38
2020,22,CRIMINAL TRESPASS,140
2020,22,DECEPTIVE PRACTICE,1008
2020,22,HOMICIDE,23
2020,22,INTERFERENCE WITH PUBLIC OFFICER,19
2020,22,INTIMIDATION,3
2020,22,KIDNAPPING,7
2020,22,LIQUOR LAW VIOLATION,3
2020,22,MOTOR VEHICLE THEFT,352
2020,22,NARCOTICS,132
2020,22,OBSCENITY,4
2020,22,OFFENSE INVOLVING CHILDREN,119
2020,22,OTHER OFFENSE,524
2020,22,PROSTITUTION,2
2020,22,PUBLIC PEACE VIOLATION,16
2020,22,ROBBERY,217
2020,22,SEX OFFENSE,32
2020,22,STALKING,8
2020,22,THEFT,1168
2020,22,WEAPONS VIOLATION,230
2020,24,ARSON,5
2020,24,ASSAULT,531
2020,24,BATTERY,1265
2020,24,BURGLARY,292
2020,24,CRIM SEXUAL ASSAULT,8
2020,24,CRIMINAL DAMAGE,862
2020,24,CRIMINAL SEXUAL ASSAULT,44
2020,24,CRIMINAL TRESPASS,133
2020,24,DECEPTIVE PRACTICE,730
2020,24,HOMICIDE,11
2020,24,INTERFERENCE WITH PUBLIC OFFICER,10
2020,24,INTIMIDATION,5
2020,24,KIDNAPPING,3
2020,24,LIQUOR LAW VIOLATION,7
2020,24,MOTOR VEHICLE THEFT,253
2020,24,NARCOTICS,104
2020,24,OBSCENITY,3
2020,24,OFFENSE INVOLVING CHILDREN,47
2020,24,OTHER NARCOTIC VIOLATION,1
2020,24,OTHER OFFENSE,386
2020,24,PROSTITUTION,2
2020,24,PUBLIC INDECENCY,1
2020,24,PUBLIC PEACE VIOLATION,21
2020,24,ROBBERY,225
2020,24,SEX OFFENSE,45
2020,24,STALKING,10
2020,24,THEFT,1779
2020,24,WEAPONS VIOLATION,65
2020,25,ARSON,39
2020,25,ASSAULT,983
2020,25,BATTERY,2304
2020,25,BURGLARY,421
2020,25,CONCEALED CARRY LICENSE VIOLATION,9
2020,25,CRIM SEXUAL ASSAULT,6
2020,25,CRIMINAL DAMAGE,1309
2020,25,CRIMINAL SEXUAL ASSAULT,62
2020,25,CRIMINAL TRESPASS,175
2020,25,DECEPTIVE PRACTICE,1022
2020,25,HOMICIDE,21
2020,25,HUMAN TRAFFICKING,1
2020,25,INTERFERENCE WITH PUBLIC OFFICER,24
2020,25,INTIMIDATION,14
2020,25,KIDNAPPING,6
2020,25,LIQUOR LAW VIOLATION,11
2020,25,MOTOR VEHICLE THEFT,617
2020,25,NARCOTICS,451
2020,25,OBSCENITY,3
2020,25,OFFENSE INVOLVING CHILDREN,133
2020,25,OTHER OFFENSE,802
2020,25,PROSTITUTION,3
2020,25,PUBLIC PEACE VIOLATION,43
2020,25,ROBBERY,393
2020,25,SEX OFFENSE,74
2020,25,STALKING,8
2020,25,THEFT,1959
2020,25,WEAPONS VIOLATION,439
2021,01,ARSON,8
2021,01,ASSAULT,687
2021,01,BATTERY,1525
2021,01,BURGLARY,118
2021,01,CONCEALED CARRY LICENSE VIOLATION,7
2021,01,CRIMINAL DAMAGE,648
2021,01,CRIMINAL SEXUAL ASSAULT,83
2021,01,CRIMINAL TRESPASS,275
2021,01,DECEPTIVE PRACTICE,923
2021,01,HOMICIDE,7
2021,01,INTERFERENCE WITH PUBLIC OFFICER,15
2021,01,INTIMIDATION,5
2021,01,KIDNAPPING,1
2021,01,LIQUOR LAW VIOLATION,8
2021,01,MOTOR VEHICLE THEFT,602
2021,01,NARCOTICS,80
2021,01,OBSCENITY,3
2021,01,OFFENSE INVOLVING CHILDREN,32
2021,01,OTHER OFFENSE,423
2021,01,PUBLIC PEACE VIOLATION,69
2021,01,ROBBERY,361
2021,01,SEX OFFENSE,51
2021,01,STALKING,15
2021,01,THEFT,3058
2021,01,WEAPONS VIOLATION,193
2021,02,ARSON,16
2021,02,ASSAULT,1057
2021,02,BATTERY,1818
2021,02,BURGLARY,229
2021,02,CONCEALED CARRY LICENSE VIOLATION,2
2021,02,CRIMINAL DAMAGE,1036
2021,02,CRIMINAL SEXUAL ASSAULT,71
2021,02,CRIMINAL TRESPASS,140
2021,02,DECEPTIVE PRACTICE,833
2021,02,GAMBLING,1
2021,02,HOMICIDE,41
2021,02,INTERFERENCE WITH PUBLIC OFFICER,10
2021,02,INTIMIDATION,3
2021,02,KIDNAPPING,5
2021,02,LIQUOR LAW VIOLATION,3
2021,02,MOTOR VEHICLE THEFT,617
2021,02,NARCOTICS,100
2021,02,OBSCENITY,3
2021,02,OFFENSE INVOLVING CHILDREN,87
2021,02,OTHER OFFENSE,774
2021,02,PROSTITUTION,10
2021,02,PUBLIC PEACE VIOLATION,17
2021,02,ROBBERY,426
2021,02,SEX OFFENSE,48
2021,02,STALKING,27
2021,02,THEFT,1916
2021,02,WEAPONS VIOLATION,331
2021,03,ARSON,13
2021,03,ASSAULT,1220
2021,03,BATTERY,2385
2021,03,BURGLARY,342
2021,03,CONCEALED CARRY LICENSE VIOLATION,4
2021,03,CRIMINAL DAMAGE,1428
2021,03,CRIMINAL SEXUAL ASSAULT,73
2021,03,CRIMINAL TRESPASS,159
2021,03,DECEPTIVE PRACTICE,666
2021,03,GAMBLING,1
2021,03,HOMICIDE,63
2021,03,HUMAN TRAFFICKING,1
2021,03,INTERFERENCE WITH PUBLIC OFFICER,9
2021,03,INTIMIDATION,4
2021,03,KIDNAPPING,8
2021,03,LIQUOR LAW VIOLATION,8
2021,03,MOTOR VEHICLE THEFT,559
2021,03,NARCOTICS,101
2021,03,OBSCENITY,3
2021,03,OFFENSE INVOLVING CHILDREN,128
2021,03,OTHER OFFENSE,776
2021,03,PUBLIC PEACE VIOLATION,25
2021,03,ROBBERY,421
2021,03,SEX OFFENSE,44
2021,03,STALKING,15
2021,03,THEFT,1544
2021,03,WEAPONS VIOLATION,592
2021,04,ARSON,47
2021,04,ASSAULT,1524
2021,04,BATTERY,2787
2021,04,BURGLARY,398
2021,04,CONCEALED CARRY LICENSE VIOLATION,6
2021,04,CRIMINAL DAMAGE,1708
2021,04,CRIMINAL SEXUAL ASSAULT,94
2021,04,CRIMINAL TRESPASS,191
2021,04,DECEPTIVE PRACTICE,905
2021,04,HOMICIDE,46
2021,04,INTERFERENCE WITH PUBLIC OFFICER,11
2021,04,INTIMIDATION,7
2021,04,KIDNAPPING,11
2021,04,LIQUOR LAW VIOLATION,9
2021,04,MOTOR VEHICLE THEFT,674
2021,04,NARCOTICS,101
2021,04,OBSCENITY,5
2021,04,OFFENSE INVOLVING CHILDREN,174
2021,04,OTHER OFFENSE,946
2021,04,PUBLIC PEACE VIOLATION,22
2021,04,ROBBERY,460
2021,04,SEX OFFENSE,63
2021,04,STALKING,22
2021,04,THEFT,1640
2021,04,WEAPONS VIOLATION,605
2021,05,ARSON,26
2021,05,ASSAULT,1185
2021,05,BATTERY,1912
2021,05,BURGLARY,488
2021,05,CONCEALED CARRY LICENSE VIOLATION,8
2021,05,CRIMINAL DAMAGE,1396
2021,05,CRIMINAL SEXUAL ASSAULT,51
2021,05,CRIMINAL TRESPASS,124
2021,05,DECEPTIVE PRACTICE,599
2021,05,GAMBLING,1
2021,05,HOMICIDE,70
2021,05,HUMAN TRAFFICKING,2
2021,05,INTERFERENCE WITH PUBLIC OFFICER,17
2021,05,INTIMIDATION,1
2021,05,KIDNAPPING,6
2021,05,LIQUOR LAW VIOLATION,7
2021,05,MOTOR VEHICLE THEFT,467
2021,05,NARCOTICS,120
2021,05,OBSCENITY,4
2021,05,OFFENSE INVOLVING CHILDREN,110
2021,05,OTHER OFFENSE,716
2021,05,PUBLIC PEACE VIOLATION,20
