year,district,primary_type,count
2008,02,INTERFERENCE WITH PUBLIC OFFICER,33
2008,02,INTIMIDATION,12
2008,02,KIDNAPPING,6
2008,02,LIQUOR LAW VIOLATION,9
2008,02,MOTOR VEHICLE THEFT,415
2008,02,NARCOTICS,1468
2008,02,OFFENSE INVOLVING CHILDREN,58
2008,02,OTHER OFFENSE,734
2008,02,PROSTITUTION,440
2008,02,PUBLIC PEACE VIOLATION,48
2008,02,ROBBERY,502
2008,02,SEX OFFENSE,36
2008,02,STALKING,5
2008,02,THEFT,1732
2008,02,WEAPONS VIOLATION,119
2008,03,ARSON,25
2008,03,ASSAULT,1407
2008,03,BATTERY,4653
2008,03,BURGLARY,1748
2008,03,CRIM SEXUAL ASSAULT,99
2008,03,CRIMINAL DAMAGE,2458
2008,03,CRIMINAL SEXUAL ASSAULT,2
2008,03,CRIMINAL TRESPASS,1063
2008,03,DECEPTIVE PRACTICE,559
2008,03,GAMBLING,99
2008,03,HOMICIDE,41
2008,03,INTERFERENCE WITH PUBLIC OFFICER,43
2008,03,INTIMIDATION,15
2008,03,KIDNAPPING,15
2008,03,LIQUOR LAW VIOLATION,19
2008,03,MOTOR VEHICLE THEFT,941
2008,03,NARCOTICS,2069
2008,03,OBSCENITY,1
2008,03,OFFENSE INVOLVING CHILDREN,183
2008,03,OTHER OFFENSE,1524
2008,03,PROSTITUTION,72
2008,03,PUBLIC PEACE VIOLATION,168
2008,03,ROBBERY,1136
2008,03,SEX OFFENSE,51
2008,03,STALKING,8
2008,03,THEFT,3052
2008,03,WEAPONS VIOLATION,240
2008,04,ARSON,39
2008,04,ASSAULT,1831
2008,04,BATTERY,4884
2008,04,BURGLARY,2057
2008,04,CRIM SEXUAL ASSAULT,101
2008,04,CRIMINAL DAMAGE,3400
2008,04,CRIMINAL SEXUAL ASSAULT,3
2008,04,CRIMINAL TRESPASS,494
2008,04,DECEPTIVE PRACTICE,718
2008,04,GAMBLING,34
2008,04,HOMICIDE,43
2008,04,INTERFERENCE WITH PUBLIC OFFICER,17
2008,04,INTIMIDATION,13
2008,04,KIDNAPPING,27
2008,04,LIQUOR LAW VIOLATION,52
2008,04,MOTOR VEHICLE THEFT,1075
2008,04,NARCOTICS,2480
2008,04,OFFENSE INVOLVING CHILDREN,248
2008,04,OTHER NARCOTIC VIOLATION,1
2008,04,OTHER OFFENSE,1687
2008,04,PROSTITUTION,114
2008,04,PUBLIC PEACE VIOLATION,152
2008,04,ROBBERY,1128
2008,04,SEX OFFENSE,77
2008,04,STALKING,22
2008,04,THEFT,3967
2008,04,WEAPONS VIOLATION,313
2008,05,ARSON,45
2008,05,ASSAULT,1603
2008,05,BATTERY,4101
2008,05,BURGLARY,1435
2008,05,CRIM SEXUAL ASSAULT,98
2008,05,CRIMINAL DAMAGE,2671
2008,05,CRIMINAL SEXUAL ASSAULT,3
2008,05,CRIMINAL TRESPASS,482
2008,05,DECEPTIVE PRACTICE,428
2008,05,GAMBLING,50
2008,05,HOMICIDE,29
2008,05,INTERFERENCE WITH PUBLIC OFFICER,29
2008,05,INTIMIDATION,6
2008,05,KIDNAPPING,15
2008,05,LIQUOR LAW VIOLATION,13
2008,05,MOTOR VEHICLE THEFT,901
2008,05,NARCOTICS,1990
2008,05,OFFENSE INVOLVING CHILDREN,169
2008,05,OTHER OFFENSE,1100
2008,05,PROSTITUTION,93
2008,05,PUBLIC PEACE VIOLATION,103
2008,05,ROBBERY,777
2008,05,SEX OFFENSE,51
2008,05,STALKING,9
2008,05,THEFT,2773
2008,05,WEAPONS VIOLATION,272
2008,06,ARSON,34
2008,06,ASSAULT,1732
2008,06,BATTERY,5117
2008,06,BURGLARY,1712
2008,06,CRIM SEXUAL ASSAULT,90
2008,06,CRIMINAL DAMAGE,2896
2008,06,CRIMINAL SEXUAL ASSAULT,3
2008,06,CRIMINAL TRESPASS,635
2008,06,DECEPTIVE PRACTICE,748
2008,06,GAMBLING,78
2008,06,HOMICIDE,40
2008,06,INTERFERENCE WITH PUBLIC OFFICER,41
2008,06,INTIMIDATION,18
2008,06,KIDNAPPING,18
2008,06,LIQUOR LAW VIOLATION,22
2008,06,MOTOR VEHICLE THEFT,1413
2008,06,NARCOTICS,3468
2008,06,OBSCENITY,1
2008,06,OFFENSE INVOLVING CHILDREN,188
2008,06,OTHER OFFENSE,1619
2008,06,PROSTITUTION,72
2008,06,PUBLIC INDECENCY,1
2008,06,PUBLIC PEACE VIOLATION,163
2008,06,ROBBERY,1501
2008,06,SEX OFFENSE,80
2008,06,STALKING,17
2008,06,THEFT,4062
2008,06,WEAPONS VIOLATION,282
2008,07,ARSON,51
2008,07,ASSAULT,1990
2008,07,BATTERY,6444
2008,07,BURGLARY,1872
2008,07,CRIM SEXUAL ASSAULT,104
2008,07,CRIMINAL DAMAGE,3288
2008,07,CRIMINAL SEXUAL ASSAULT,7
2008,07,CRIMINAL TRESPASS,635
2008,07,DECEPTIVE PRACTICE,437
2008,07,GAMBLING,91
2008,07,HOMICIDE,46
2008,07,INTERFERENCE WITH PUBLIC OFFICER,34
2008,07,INTIMIDATION,9
2008,07,KIDNAPPING,22
2008,07,LIQUOR LAW VIOLATION,31
2008,07,MOTOR VEHICLE THEFT,1168
2008,07,NARCOTICS,3674
2008,07,OFFENSE INVOLVING CHILDREN,162
2008,07,OTHER OFFENSE,1295
2008,07,PROSTITUTION,442
2008,07,PUBLIC PEACE VIOLATION,123
2008,07,ROBBERY,1278
2008,07,SEX OFFENSE,84
2008,07,STALKING,11
2008,07,THEFT,3676
2008,07,WEAPONS VIOLATION,402
2008,08,ARSON,52
2008,08,ASSAULT,1824
2008,08,BATTERY,4971
2008,08,BURGLARY,2410
2008,08,CRIM SEXUAL ASSAULT,97
2008,08,CRIMINAL DAMAGE,5073
2008,08,CRIMINAL SEXUAL ASSAULT,3
2008,08,CRIMINAL TRESPASS,624
2008,08,DECEPTIVE PRACTICE,1054
2008,08,GAMBLING,46
2008,08,HOMICIDE,36
2008,08,INTERFERENCE WITH PUBLIC OFFICER,53
2008,08,INTIMIDATION,14
2008,08,KIDNAPPING,33
2008,08,LIQUOR LAW VIOLATION,64
2008,08,MOTOR VEHICLE THEFT,1525
2008,08,NARCOTICS,2501
2008,08,OBSCENITY,1
2008,08,OFFENSE INVOLVING CHILDREN,248
2008,08,OTHER NARCOTIC VIOLATION,1
2008,08,OTHER OFFENSE,2056
2008,08,PROSTITUTION,280
2008,08,PUBLIC INDECENCY,1
2008,08,PUBLIC PEACE VIOLATION,261
2008,08,ROBBERY,1362
2008,08,SEX OFFENSE,135
2008,08,STALKING,13
2008,08,THEFT,5836
2008,08,WEAPONS VIOLATION,293
2008,09,ARSON,49
2008,09,ASSAULT,1256
2008,09,BATTERY,3818
2008,09,BURGLARY,1246
2008,09,CRIM SEXUAL ASSAULT,85
2008,09,CRIMINAL DAMAGE,2839
2008,09,CRIMINAL SEXUAL ASSAULT,3
2008,09,CRIMINAL TRESPASS,503
2008,09,DECEPTIVE PRACTICE,503
2008,09,GAMBLING,37
2008,09,HOMICIDE,27
2008,09,INTERFERENCE WITH PUBLIC OFFICER,23
2008,09,INTIMIDATION,12
2008,09,KIDNAPPING,23
2008,09,LIQUOR LAW VIOLATION,51
2008,09,MOTOR VEHICLE THEFT,1031
2008,09,NARCOTICS,2177
2008,09,OBSCENITY,2
2008,09,OFFENSE INVOLVING CHILDREN,156
2008,09,OTHER OFFENSE,1189
2008,09,PROSTITUTION,400
2008,09,PUBLIC PEACE VIOLATION,253
2008,09,ROBBERY,688
2008,09,SEX OFFENSE,120
2008,09,STALKING,3
2008,09,THEFT,3444
2008,09,WEAPONS VIOLATION,285
2008,10,ARSON,44
2008,10,ASSAULT,1177
2008,10,BATTERY,3648
2008,10,BURGLARY,893
2008,10,CRIM SEXUAL ASSAULT,71
2008,10,CRIMINAL DAMAGE,1982
2008,10,CRIMINAL SEXUAL ASSAULT,1
2008,10,CRIMINAL TRESPASS,364
2008,10,DECEPTIVE PRACTICE,346
2008,10,GAMBLING,90
2008,10,HOMICIDE,39
2008,10,INTERFERENCE WITH PUBLIC OFFICER,30
2008,10,INTIMIDATION,16
2008,10,KIDNAPPING,20
2008,10,LIQUOR LAW VIOLATION,77
2008,10,MOTOR VEHICLE THEFT,914
2008,10,NARCOTICS,2544
2008,10,OFFENSE INVOLVING CHILDREN,93
2008,10,OTHER OFFENSE,1355
2008,10,PROSTITUTION,249
2008,10,PUBLIC PEACE VIOLATION,270
2008,10,ROBBERY,682
2008,10,SEX OFFENSE,70
2008,10,STALKING,14
2008,10,THEFT,2559
2008,10,WEAPONS VIOLATION,182
2008,11,ARSON,35
2008,11,ASSAULT,1543
2008,11,BATTERY,5312
2008,11,BURGLARY,866
2008,11,CRIM SEXUAL ASSAULT,94
2008,11,CRIMINAL DAMAGE,2413
2008,11,CRIMINAL SEXUAL ASSAULT,4
2008,11,CRIMINAL TRESPASS,349
2008,11,DECEPTIVE PRACTICE,709
2008,11,GAMBLING,151
2008,11,HOMICIDE,47
2008,11,INTERFERENCE WITH PUBLIC OFFICER,40
2008,11,INTIMIDATION,12
2008,11,KIDNAPPING,17
2008,11,LIQUOR LAW VIOLATION,20
2008,11,MOTOR VEHICLE THEFT,1086
2008,11,NARCOTICS,5963
2008,11,OFFENSE INVOLVING CHILDREN,115
2008,11,OTHER OFFENSE,1207
2008,11,PROSTITUTION,948
2008,11,PUBLIC PEACE VIOLATION,108
2008,11,ROBBERY,1180
2008,11,SEX OFFENSE,55
2008,11,STALKING,14
2008,11,THEFT,3128
2008,11,WEAPONS VIOLATION,283
2008,12,ARSON,18
2008,12,ASSAULT,667
2008,12,BATTERY,1761
2008,12,BURGLARY,462
2008,12,CRIM SEXUAL ASSAULT,40
2008,12,CRIMINAL DAMAGE,1336
2008,12,CRIMINAL SEXUAL ASSAULT,1
2008,12,CRIMINAL TRESPASS,322
2008,12,DECEPTIVE PRACTICE,363
2008,12,GAMBLING,14
2008,12,HOMICIDE,14
2008,12,INTERFERENCE WITH PUBLIC OFFICER,13
2008,12,INTIMIDATION,10
2008,12,KIDNAPPING,3
2008,12,LIQUOR LAW VIOLATION,34
2008,12,MOTOR VEHICLE THEFT,446
2008,12,NARCOTICS,598
2008,12,OFFENSE INVOLVING CHILDREN,40
2008,12,OTHER OFFENSE,473
2008,12,PROSTITUTION,76
2008,12,PUBLIC PEACE VIOLATION,143
2008,12,ROBBERY,293
2008,12,SEX OFFENSE,34
2008,12,STALKING,2
2008,12,THEFT,2886
2008,12,WEAPONS VIOLATION,72
2008,14,ARSON,33
2008,14,ASSAULT,814
2008,14,BATTERY,2392
2008,14,BURGLARY,1329
2008,14,CRIM SEXUAL ASSAULT,48
2008,14,CRIMINAL DAMAGE,2290
2008,14,CRIMINAL SEXUAL ASSAULT,1
2008,14,CRIMINAL TRESPASS,333
2008,14,DECEPTIVE PRACTICE,572
2008,14,GAMBLING,6
2008,14,HOMICIDE,12
2008,14,INTERFERENCE WITH PUBLIC OFFICER,23
2008,14,INTIMIDATION,4
2008,14,KIDNAPPING,10
2008,14,LIQUOR LAW VIOLATION,70
2008,14,MOTOR VEHICLE THEFT,852
2008,14,NARCOTICS,1172
2008,14,OFFENSE INVOLVING CHILDREN,88
2008,14,OTHER NARCOTIC VIOLATION,5
2008,14,OTHER OFFENSE,863
2008,14,PROSTITUTION,228
2008,14,PUBLIC PEACE VIOLATION,108
2008,14,ROBBERY,559
2008,14,SEX OFFENSE,66
2008,14,STALKING,2
2008,14,THEFT,4556
2008,14,WEAPONS VIOLATION,106
2008,15,ARSON,31
2008,15,ASSAULT,1123
2008,15,BATTERY,3796
2008,15,BURGLARY,683
2008,15,CRIM SEXUAL ASSAULT,86
2008,15,CRIMINAL DAMAGE,1694
2008,15,CRIMINAL SEXUAL ASSAULT,1
2008,15,CRIMINAL TRESPASS,392
2008,15,DECEPTIVE PRACTICE,347
2008,15,GAMBLING,249
2008,15,HOMICIDE,30
2008,15,INTERFERENCE WITH PUBLIC OFFICER,38
2008,15,INTIMIDATION,9
2008,15,KIDNAPPING,19
2008,15,LIQUOR LAW VIOLATION,32
2008,15,MOTOR VEHICLE THEFT,562
2008,15,NARCOTICS,5397
2008,15,OFFENSE INVOLVING CHILDREN,112
2008,15,OTHER OFFENSE,1154
2008,15,PROSTITUTION,197
2008,15,PUBLIC PEACE VIOLATION,118
2008,15,ROBBERY,762
2008,15,SEX OFFENSE,46
2008,15,STALKING,3
2008,15,THEFT,2050
2008,15,WEAPONS VIOLATION,197
2008,16,ARSON,18
2008,16,ASSAULT,651
2008,16,BATTERY,2056
2008,16,BURGLARY,774
2008,16,CRIM SEXUAL ASSAULT,32
2008,16,CRIMINAL DAMAGE,2766
2008,16,CRIMINAL SEXUAL ASSAULT,1
2008,16,CRIMINAL TRESPASS,356
2008,16,DECEPTIVE PRACTICE,806
2008,16,GAMBLING,6
2008,16,HOMICIDE,3
2008,16,INTERFERENCE WITH PUBLIC OFFICER,7
2008,16,INTIMIDATION,13
2008,16,KIDNAPPING,19
2008,16,LIQUOR LAW VIOLATION,48
2008,16,MOTOR VEHICLE THEFT,560
2008,16,NARCOTICS,708
2008,16,OBSCENITY,1
2008,16,OFFENSE INVOLVING CHILDREN,98
2008,16,OTHER NARCOTIC VIOLATION,1
2008,16,OTHER OFFENSE,1825
2008,16,PROSTITUTION,10
2008,16,PUBLIC PEACE VIOLATION,95
2008,16,ROBBERY,238
2008,16,SEX OFFENSE,56
2008,16,STALKING,5
2008,16,THEFT,3794
2008,16,WEAPONS VIOLATION,49
2008,17,ARSON,32
2008,17,ASSAULT,652
2008,17,BATTERY,2026
2008,17,BURGLARY,864
2008,17,CRIM SEXUAL ASSAULT,36
2008,17,CRIMINAL DAMAGE,2132
2008,17,CRIMINAL SEXUAL ASSAULT,3
2008,17,CRIMINAL TRESPASS,261
2008,17,DECEPTIVE PRACTICE,511
2008,17,GAMBLING,3
2008,17,HOMICIDE,5
2008,17,INTERFERENCE WITH PUBLIC OFFICER,14
2008,17,INTIMIDATION,9
2008,17,KIDNAPPING,13
2008,17,LIQUOR LAW VIOLATION,46
2008,17,MOTOR VEHICLE THEFT,752
2008,17,NARCOTICS,640
2008,17,OFFENSE INVOLVING CHILDREN,87
2008,17,OTHER NARCOTIC VIOLATION,4
2008,17,OTHER OFFENSE,812
2008,17,PROSTITUTION,41
2008,17,PUBLIC PEACE VIOLATION,109
2008,17,ROBBERY,325
2008,17,SEX OFFENSE,55
2008,17,STALKING,6
2008,17,THEFT,3074
2008,17,WEAPONS VIOLATION,60
2008,18,ARSON,4
2008,18,ASSAULT,550
2008,18,BATTERY,2234
2008,18,BURGLARY,653
2008,18,CRIM SEXUAL ASSAULT,38
2008,18,CRIMINAL DAMAGE,1509
2008,18,CRIMINAL SEXUAL ASSAULT,3
2008,18,CRIMINAL TRESPASS,925
2008,18,DECEPTIVE PRACTICE,1334
2008,18,GAMBLING,10
2008,18,HOMICIDE,5
2008,18,INTERFERENCE WITH PUBLIC OFFICER,25
2008,18,INTIMIDATION,11
2008,18,KIDNAPPING,6
2008,18,LIQUOR LAW VIOLATION,60
2008,18,MOTOR VEHICLE THEFT,482
2008,18,NARCOTICS,697
2008,18,OFFENSE INVOLVING CHILDREN,25
2008,18,OTHER OFFENSE,664
2008,18,PROSTITUTION,280
2008,18,PUBLIC INDECENCY,1
2008,18,PUBLIC PEACE VIOLATION,73
2008,18,ROBBERY,468
2008,18,SEX OFFENSE,57
2008,18,STALKING,4
2008,18,THEFT,7575
2008,18,WEAPONS VIOLATION,50
2008,19,ARSON,5
2008,19,ASSAULT,310
2008,19,BATTERY,1068
2008,19,BURGLARY,971
2008,19,CRIM SEXUAL ASSAULT,32
2008,19,CRIMINAL DAMAGE,1489
2008,19,CRIMINAL TRESPASS,244
2008,19,DECEPTIVE PRACTICE,618
2008,19,GAMBLING,4
2008,19,HOMICIDE,5
2008,19,INTERFERENCE WITH PUBLIC OFFICER,8
2008,19,INTIMIDATION,6
2008,19,KIDNAPPING,6
2008,19,LIQUOR LAW VIOLATION,37
2008,19,MOTOR VEHICLE THEFT,354
2008,19,NARCOTICS,237
2008,19,OBSCENITY,4
2008,19,OFFENSE INVOLVING CHILDREN,24
2008,19,OTHER OFFENSE,504
2008,19,PROSTITUTION,15
2008,19,PUBLIC PEACE VIOLATION,48
2008,19,ROBBERY,263
2008,19,SEX OFFENSE,39
2008,19,STALKING,4
2008,19,THEFT,3902
2008,19,WEAPONS VIOLATION,19
2008,20,ARSON,6
2008,20,ASSAULT,424
2008,20,BATTERY,1190
2008,20,BURGLARY,375
2008,20,CRIM SEXUAL ASSAULT,31
2008,20,CRIMINAL DAMAGE,880
2008,20,CRIMINAL SEXUAL ASSAULT,2
2008,20,CRIMINAL TRESPASS,181
2008,20,DECEPTIVE PRACTICE,329
2008,20,GAMBLING,9
2008,20,HOMICIDE,2
2008,20,INTERFERENCE WITH PUBLIC OFFICER,2
2008,20,INTIMIDATION,8
2008,20,LIQUOR LAW VIOLATION,16
2008,20,MOTOR VEHICLE THEFT,315
2008,20,NARCOTICS,480
2008,20,OFFENSE INVOLVING CHILDREN,28
2008,20,OTHER OFFENSE,554
2008,20,PROSTITUTION,12
2008,20,PUBLIC PEACE VIOLATION,56
2008,20,ROBBERY,229
2008,20,SEX OFFENSE,32
2008,20,STALKING,6
2008,20,THEFT,1821
2008,20,WEAPONS VIOLATION,31
2008,22,ARSON,16
2008,22,ASSAULT,975
2008,22,BATTERY,2488
2008,22,BURGLARY,1221
2008,22,CRIM SEXUAL ASSAULT,49
2008,22,CRIMINAL DAMAGE,2014
2008,22,CRIMINAL SEXUAL ASSAULT,4
2008,22,CRIMINAL TRESPASS,365
2008,22,DECEPTIVE PRACTICE,503
2008,22,GAMBLING,33
2008,22,HOMICIDE,17
2008,22,INTERFERENCE WITH PUBLIC OFFICER,9
2008,22,INTIMIDATION,9
2008,22,KIDNAPPING,31
2008,22,LIQUOR LAW VIOLATION,14
2008,22,MOTOR VEHICLE THEFT,711
2008,22,NARCOTICS,1021
2008,22,OFFENSE INVOLVING CHILDREN,140
2008,22,OTHER OFFENSE,1039
2008,22,PROSTITUTION,12
2008,22,PUBLIC PEACE VIOLATION,97
2008,22,ROBBERY,561
2008,22,SEX OFFENSE,52
2008,22,STALKING,10
2008,22,THEFT,2760
2008,22,WEAPONS VIOLATION,145
2008,24,ARSON,11
2008,24,ASSAULT,752
2008,24,BATTERY,2119
2008,24,BURGLARY,737
2008,24,CRIM SEXUAL ASSAULT,48
2008,24,CRIMINAL DAMAGE,1746
2008,24,CRIMINAL SEXUAL ASSAULT,2
2008,24,CRIMINAL TRESPASS,461
2008,24,DECEPTIVE PRACTICE,537
2008,24,GAMBLING,23
2008,24,HOMICIDE,8
2008,24,INTERFERENCE WITH PUBLIC OFFICER,21
2008,24,INTIMIDATION,5
2008,24,KIDNAPPING,12
2008,24,LIQUOR LAW VIOLATION,28
2008,24,MOTOR VEHICLE THEFT,423
2008,24,NARCOTICS,1284
2008,24,OBSCENITY,1
2008,24,OFFENSE INVOLVING CHILDREN,80
2008,24,OTHER OFFENSE,917
2008,24,PROSTITUTION,99
2008,24,PUBLIC PEACE VIOLATION,80
2008,24,ROBBERY,499
2008,24,SEX OFFENSE,49
2008,24,STALKING,8
2008,24,THEFT,2830
2008,24,WEAPONS VIOLATION,84
2008,25,ARSON,58
2008,25,ASSAULT,1441
2008,25,BATTERY,4378
2008,25,BURGLARY,1662
2008,25,CRIM SEXUAL ASSAULT,89
2008,25,CRIMINAL DAMAGE,3180
2008,25,CRIMINAL SEXUAL ASSAULT,6
2008,25,CRIMINAL TRESPASS,454
2008,25,DECEPTIVE PRACTICE,804
2008,25,GAMBLING,45
2008,25,HOMICIDE,30
2008,25,INTERFERENCE WITH PUBLIC OFFICER,31
2008,25,INTIMIDATION,17
2008,25,KIDNAPPING,24
2008,25,LIQUOR LAW VIOLATION,83
2008,25,MOTOR VEHICLE THEFT,1445
2008,25,NARCOTICS,2439
2008,25,OBSCENITY,1
2008,25,OFFENSE INVOLVING CHILDREN,194
2008,25,OTHER OFFENSE,1766
2008,25,PROSTITUTION,607
2008,25,PUBLIC PEACE VIOLATION,208
2008,25,ROBBERY,976
2008,25,SEX OFFENSE,117
2008,25,STALKING,9
2008,25,THEFT,4506
2008,25,WEAPONS VIOLATION,233
2009,01,ASSAULT,435
2009,01,BATTERY,869
2009,01,BURGLARY,166
2009,01,CRIM SEXUAL ASSAULT,15
2009,01,CRIMINAL DAMAGE,604
2009,01,CRIMINAL TRESPASS,775
2009,01,DECEPTIVE PRACTICE,1080
2009,01,GAMBLING,1
2009,01,HOMICIDE,2
2009,01,INTERFERENCE WITH PUBLIC OFFICER,7
2009,01,INTIMIDATION,12
2009,01,KIDNAPPING,1
2009,01,LIQUOR LAW VIOLATION,18
2009,01,MOTOR VEHICLE THEFT,170
2009,01,NARCOTICS,418
2009,01,OBSCENITY,1
2009,01,OFFENSE INVOLVING CHILDREN,20
2009,01,OTHER OFFENSE,686
2009,01,PROSTITUTION,84
2009,01,PUBLIC INDECENCY,1
2009,01,PUBLIC PEACE VIOLATION,118
2009,01,ROBBERY,341
2009,01,SEX OFFENSE,35
2009,01,STALKING,4
2009,01,THEFT,5624
2009,01,WEAPONS VIOLATION,25
2009,02,ARSON,8
2009,02,ASSAULT,689
2009,02,BATTERY,2120
2009,02,BURGLARY,718
2009,02,CRIM SEXUAL ASSAULT,50
2009,02,CRIMINAL DAMAGE,1066
2009,02,CRIMINAL SEXUAL ASSAULT,1
2009,02,CRIMINAL TRESPASS,505
2009,02,DECEPTIVE PRACTICE,249
2009,02,GAMBLING,54
2009,02,HOMICIDE,18
2009,02,INTERFERENCE WITH PUBLIC OFFICER,15
2009,02,INTIMIDATION,9
2009,02,KIDNAPPING,5
2009,02,LIQUOR LAW VIOLATION,18
2009,02,MOTOR VEHICLE THEFT,391
2009,02,NARCOTICS,1309
2009,02,OBSCENITY,1
2009,02,OFFENSE INVOLVING CHILDREN,63
2009,02,OTHER OFFENSE,734
2009,02,PROSTITUTION,345
2009,02,PUBLIC PEACE VIOLATION,40
2009,02,ROBBERY,472
2009,02,SEX OFFENSE,34
2009,02,STALKING,2
2009,02,THEFT,1695
2009,02,WEAPONS VIOLATION,122
2009,03,ARSON,18
2009,03,ASSAULT,1340
2009,03,BATTERY,4241
2009,03,BURGLARY,1792
2009,03,CRIM SEXUAL ASSAULT,92
2009,03,CRIMINAL DAMAGE,2354
2009,03,CRIMINAL SEXUAL ASSAULT,5
2009,03,CRIMINAL TRESPASS,794
2009,03,DECEPTIVE PRACTICE,546
2009,03,GAMBLING,59
2009,03,HOMICIDE,26
2009,03,INTERFERENCE WITH PUBLIC OFFICER,43
2009,03,INTIMIDATION,20
2009,03,KIDNAPPING,11
2009,03,LIQUOR LAW VIOLATION,24
2009,03,MOTOR VEHICLE THEFT,723
2009,03,NARCOTICS,2224
2009,03,OFFENSE INVOLVING CHILDREN,175
2009,03,OTHER OFFENSE,1495
2009,03,PROSTITUTION,85
2009,03,PUBLIC PEACE VIOLATION,173
2009,03,ROBBERY,1116
2009,03,SEX OFFENSE,50
2009,03,STALKING,5
2009,03,THEFT,2817
2009,03,WEAPONS VIOLATION,298
2009,04,ARSON,41
2009,04,ASSAULT,1687
2009,04,BATTERY,4290
2009,04,BURGLARY,2000
2009,04,CRIM SEXUAL ASSAULT,100
2009,04,CRIMINAL DAMAGE,3017
2009,04,CRIMINAL SEXUAL ASSAULT,3
2009,04,CRIMINAL TRESPASS,483
2009,04,DECEPTIVE PRACTICE,647
2009,04,GAMBLING,30
2009,04,HOMICIDE,41
2009,04,INTERFERENCE WITH PUBLIC OFFICER,29
2009,04,INTIMIDATION,22
2009,04,KIDNAPPING,15
2009,04,LIQUOR LAW VIOLATION,23
2009,04,MOTOR VEHICLE THEFT,868
2009,04,NARCOTICS,2847
2009,04,OFFENSE INVOLVING CHILDREN,228
2009,04,OTHER OFFENSE,1618
2009,04,PROSTITUTION,201
2009,04,PUBLIC INDECENCY,1
2009,04,PUBLIC PEACE VIOLATION,183
2009,04,ROBBERY,961
2009,04,SEX OFFENSE,55
2009,04,STALKING,17
2009,04,THEFT,3355
2009,04,WEAPONS VIOLATION,304
2009,05,ARSON,31
2009,05,ASSAULT,1377
2009,05,BATTERY,3918
2009,05,BURGLARY,1508
2009,05,CRIM SEXUAL ASSAULT,79
2009,05,CRIMINAL DAMAGE,2323
2009,05,CRIMINAL SEXUAL ASSAULT,4
2009,05,CRIMINAL TRESPASS,463
2009,05,DECEPTIVE PRACTICE,369
2009,05,GAMBLING,47
2009,05,HOMICIDE,21
2009,05,INTERFERENCE WITH PUBLIC OFFICER,39
2009,05,INTIMIDATION,11
2009,05,KIDNAPPING,20
2009,05,LIQUOR LAW VIOLATION,10
2009,05,MOTOR VEHICLE THEFT,731
2009,05,NARCOTICS,1848
2009,05,OFFENSE INVOLVING CHILDREN,150
2009,05,OTHER OFFENSE,1219
2009,05,PROSTITUTION,118
2009,05,PUBLIC PEACE VIOLATION,110
2009,05,ROBBERY,693
2009,05,SEX OFFENSE,53
2009,05,STALKING,10
2009,05,THEFT,2571
2009,05,WEAPONS VIOLATION,289
2009,06,ARSON,33
2009,06,ASSAULT,1519
2009,06,BATTERY,4382
2009,06,BURGLARY,1956
2009,06,CRIM SEXUAL ASSAULT,93
2009,06,CRIMINAL DAMAGE,2614
2009,06,CRIMINAL SEXUAL ASSAULT,3
2009,06,CRIMINAL TRESPASS,579
2009,06,DECEPTIVE PRACTICE,753
2009,06,GAMBLING,60
2009,06,HOMICIDE,35
2009,06,INTERFERENCE WITH PUBLIC OFFICER,39
2009,06,INTIMIDATION,11
2009,06,KIDNAPPING,18
2009,06,LIQUOR LAW VIOLATION,21
2009,06,MOTOR VEHICLE THEFT,930
2009,06,NARCOTICS,2856
2009,06,OFFENSE INVOLVING CHILDREN,173
2009,06,OTHER OFFENSE,1516
2009,06,PROSTITUTION,224
2009,06,PUBLIC INDECENCY,1
2009,06,PUBLIC PEACE VIOLATION,168
2009,06,ROBBERY,1438
2009,06,SEX OFFENSE,54
2009,06,STALKING,12
2009,06,THEFT,3535
2009,06,WEAPONS VIOLATION,332
2009,07,ARSON,48
2009,07,ASSAULT,1595
2009,07,BATTERY,5193
2009,07,BURGLARY,1836
2009,07,CRIM SEXUAL ASSAULT,114
2009,07,CRIMINAL DAMAGE,2808
2009,07,CRIMINAL SEXUAL ASSAULT,3
2009,07,CRIMINAL TRESPASS,546
2009,07,DECEPTIVE PRACTICE,391
2009,07,GAMBLING,58
2009,07,HOMICIDE,44
2009,07,INTERFERENCE WITH PUBLIC OFFICER,32
2009,07,INTIMIDATION,12
2009,07,KIDNAPPING,15
2009,07,LIQUOR LAW VIOLATION,15
2009,07,MOTOR VEHICLE THEFT,939
2009,07,NARCOTICS,2919
2009,07,OBSCENITY,1
2009,07,OFFENSE INVOLVING CHILDREN,149
2009,07,OTHER OFFENSE,1217
2009,07,PROSTITUTION,392
2009,07,PUBLIC INDECENCY,1
2009,07,PUBLIC PEACE VIOLATION,160
2009,07,ROBBERY,1198
2009,07,SEX OFFENSE,54
2009,07,STALKING,7
2009,07,THEFT,3274
2009,07,WEAPONS VIOLATION,413
2009,08,ARSON,67
2009,08,ASSAULT,1592
2009,08,BATTERY,4450
2009,08,BURGLARY,2469
2009,08,CRIM SEXUAL ASSAULT,96
2009,08,CRIMINAL DAMAGE,4803
2009,08,CRIMINAL SEXUAL ASSAULT,2
2009,08,CRIMINAL TRESPASS,563
2009,08,DECEPTIVE PRACTICE,876
2009,08,GAMBLING,47
2009,08,HOMICIDE,32
2009,08,INTERFERENCE WITH PUBLIC OFFICER,30
2009,08,INTIMIDATION,10
